AppID,Nombre,Tipo,Descripcion,Desarrollador,Editor,FechaSalida,Genero,Categoria,Lenguajes,Gratis,EdadRequerida,Moneda,PrecioInicial,Plataforma
1474060,PitBots,game,"Physics based combat game where you design a robot and fight in the arena. Crush, flip, pierce, burn and cut your opponents till the last part. Create superior fighting machines and dominate the arena.",['Wolferion Entertainment'],['Wolferion Entertainment'],Q4 2024,RPG,Online Multi-Player,English,False,0,,,mac
1474090,VAIL Alpha,game,,,,"22 Feb, 2021",Indie,Co-op,English,False,0,,,linux
1474110,DreamCowork Beta,game,"DreamCowork is a tool for businesses and freelancers to work in VR. Organize meetings and work sessions in private spaces, share your screens, make appointments and build your teams.","['Unreal Estates UG', 'CrystalMesh UG']",['Unreal Estates UG'],"13 May, 2021",RPG,Single-player,English,True,0,,,linux
1474100,Angel Sex Pet,game,"An innocent angel comes to Earth but runs out of energy before she can make the return trip home. Turns out a human's &quot;love&quot; is what Charlotte gets her energy from. Being a pent-up single guy living on their own, Takeshi has A LOT of love he can pump her full of!",['Cybele'],['Cherry Kiss Games'],"24 Dec, 2020",Strategy,Local Multi-Player,English,False,0,USD,9.99,linux
1474130,Girls on puzzle 2,game,"Girls on puzzle 2 is a puzzle - type puzzle game for adults. In the game, you need to collect a full-fledged image from small pieces that are randomly scattered across the screen",['Laush Dmitriy Sergeevich'],['Laush Studio'],"2 Dec, 2020",Strategy,Single-player,English,False,0,USD,2.99,windows
1474120,NIGHT/SHADE: You're The Drug,game,"An adult LGBTQ+ visual novel about love, drugs, murder and crime. We follow this intense thriller through the eyes of our main protagonist, Sasha, while he maneuvers through dangerous drug deals, formidable kingpins, and silent assassins.",['Thrill Switch Games'],['Thrill Switch Games'],"10 Mar, 2022",RPG,Local Multi-Player,English,False,0,USD,15.99,windows
1474140,DeLight: The Journey Home - Chapter 3,dlc,DeLight: The Journey Home - Chapter 3,['DreamTree Studio Sdn. Bhd.'],,"19 Nov, 2020",Strategy,Co-op,English,False,0,USD,1.99,mac
1474141,[Pre-Order] DeLight: The Journey Home - Chapter 4,dlc,DeLight: The Journey Home - Chapter 4,['DreamTree Studio Sdn. Bhd.'],,"19 Nov, 2020",Adventure,Local Multi-Player,English,False,0,USD,1.99,windows
1474170,NIGHT/SHADE: You're The Drug Demo,demo,,['KingAsphy Studio'],['KingAsphy Studio'],"18 Nov, 2020",RPG,Local Multi-Player,English,True,0,,,mac
1474142,[Pre-Order] DeLight: The Journey Home - Chapter 5,dlc,DeLight: The Journey Home - Chapter 5,['DreamTree Studio Sdn. Bhd.'],['DreamTree Studio Sdn. Bhd.'],"19 Nov, 2020",RPG,Multi-player,English,False,0,USD,1.99,windows
1474190,Project Bloom,game,"A turn based RPG rogue-like. Gain the tactical advantage with the Time-based battle system. Recruit, train and lead your heroes against the treacherous foes awaiting in the Dream Realm",['Edom Games'],['Edom Games'],To be announced,Indie,Co-op,English,False,0,,,windows
1474160,Tinkertown Playtest,game,,,,"26 Nov, 2020",Adventure,Co-op,English,False,0,,,windows
1474200,Sudoku RPG,game,Sudoku RPG is a new style of game that combines Sudoku Puzzle and RPG genres. The only thing that can help a miner who has been named a hero by God's mistake is your excellent brain and concentration.,['RainbowStudio'],['RainbowStudio'],"10 Feb, 2021",Casual,Online Multi-Player,English,False,0,USD,2.99,windows
1474210,Aerial Raver Demo,demo,"Take a launcher game, add upgrades from a character action game, now add an MvC style combo system and you have Aerial Raver! This single player combo challenge game let's you create and perform combos using your favorite fighting game moves!",['Meteo Games Inc.'],['Meteo Games Inc.'],"22 Nov, 2020",Casual,Co-op,English,True,0,,,windows
1473260,Black Gold,game,"Join the early 20th century oil boom! In this game you will hire people, build your own oil field, extract crude oil, fight obstacles and crises what eventually will bring you fortune you’ve never dreamt of!",['CreativeForge Games'],['CreativeForge Games'],Coming soon,Strategy,Single-player,English,False,0,,,windows
1473280,Savage Halloween Soundtrack,music,The soundtrack to the 2D platformer game Savage Halloween.,['2ndBoss'],['2ndBoss'],"30 Nov, 2020",Indie,Co-op,English,False,0,USD,0.99,windows
1473270,Are You Smarter Than The Crowd?,game,"You think you're a smart little fella, huh? Well, come on down and prove it in the &quot;Are You Smarter Than The Crowd?&quot; -gameshow! Compete with or against the crowd in a fun I.Q game, hosted by our lovely host!",['TipsyDuck'],['TipsyDuck'],"7 Apr, 2022",Strategy,Multi-player,English,False,0,USD,1.99,windows
1473290,Doors of Insanity Playtest,game,,,,"14 Jan, 2021",Indie,Multi-player,English,False,0,,,mac
1473310,Yuhha: Stolen Treasure SOUNDTRACK,music,All music used in the game.,['Sergey Gavrilov (SG137)'],['Yramash Games'],"25 Nov, 2020",RPG,Online Multi-Player,English,False,0,USD,4.99,linux
1473250,Cafe Owner Simulator: Prologue,game,"Prologue to the Cafe Owner Simulator, where you can restore your own abandoned building, complete tasks at various levels, and start building a restaurant business from zero.",['Second Reality'],['RockGame S.A.'],"21 Jun, 2022",Action,Multi-player,English,True,0,,,mac
1473320,The Tower of TigerqiuQiu Pinball killer,dlc,"AboutYou've been put into a huge billiard table by extraterrestary. They give you a gun that fires white billiards, which you must use to shoot down billiards of all other colors. But these billiards are so huge that they can easily crush you.FeatureThe DLC include full 10 missions",['TigerQiuQiu'],['TigerQiuQiu'],"13 Nov, 2020",Indie,Co-op,English,False,0,USD,2.99,windows
1473350,(the) Gnorp Apologue,game,(the) Gnorp Apologue is the journey of the gnorps as you guide them towards their goal of delightfully excessive wealth accumulation.,['Myco'],['(Myco) '],"14 Dec, 2023",RPG,Single-player,English,False,0,USD,6.99,windows
1473390,Hellver Playtest,game,,,,"15 Nov, 2020",Adventure,Local Multi-Player,English,False,0,,,linux
1473380,G.NOM,game,"G.NOM is an action rogue-lite game you awaken as an experiment subject in a lab full of creatures where you need to hunt and eat them. Explore the mysterious lab, make use of abandoned lab equipments, research various genetic mutations, evolve into more powerful forms and uncover secrets of the lab!",['Team Hardcell'],['Team Hardcell'],Coming soon,Adventure,Local Multi-Player,English,False,0,,,windows
1473430,Street Fighter V - Season 5 Premium Pass,dlc,"Street Fighter™ V enters its final season! Purchase this to get 5 unique characters, stages, costumes and more at an incredible value.",['Capcom'],['Capcom'],"11 Feb, 2021",Action,Local Multi-Player,English,False,0,USD,29.99,mac
1473440,Yuhha: Stolen Treasure WALLPAPER PACK,dlc,Humble pack of Full HD wallpapers (16:9).,['Sergey Gavrilov (SG137)'],['Yramash Games'],"25 Nov, 2020",Strategy,Co-op,English,False,0,USD,4.99,mac
1473460,Candy Bear 2 Demo,demo,"In this family-friendly 2-d action game, you are a bear dodging green bunnies and collecting delicious candy. You're running over bricks, climbing up ladders, traversing bars, floating on moving platforms, and pushing crates to reach the next level. This demo version includes 29 of the 240+ levels.",['KG Games'],['KG Games'],"19 Nov, 2020",Strategy,Multi-player,English,True,0,,,windows
1473420,HANAMI,game,HANAMI is an addicting game in which you have to solve puzzles with Lovely Girls.The game is perfect for relaxing.,['Blessing Company'],['Blessing Company'],"2 Dec, 2020",Action,Online Multi-Player,English,False,0,USD,1.99,windows
1473470,Yuhha: Stolen Treasure EXTRA SUPPORT,dlc,Two pink hearts appear in main menu because of your special support!,['Sergey Gavrilov (SG137)'],['Yramash Games'],"25 Nov, 2020",Adventure,Co-op,English,False,0,USD,4.99,mac
1473480,A.V.A Global,game,"A.V.A is a classic FPS shooter game featuring various types game Modes. Depending on the battlefield, you can choose Pointman, Rifleman, and Sniper and enjoy strategic team play.",['Valiant'],['Valiant'],"23 Aug, 2022",Indie,Online Multi-Player,English,True,0,,,mac
1473490,Gold Diggers,game,A Life Simulator game in The Age of Aquarius,['KIKO CAT'],['KIKO CAT'],Coming soon,Action,Online Multi-Player,English,False,0,,,mac
1473520,TIGER GAME ASSETS Steam GAME LOGO Template VOL.01,dlc,"This DLC includes the game LOGO Templates， You can use these in design, also you can customize your favorite color. Features: -90 PNG files -90 PSD files",['TigerQiuQiu'],['TigerQiuQiu'],"13 Nov, 2020",Indie,Single-player,English,False,0,USD,2.99,mac
1473500,Rise of the samurai in VR,game,"During the Warring States Period in Japan, the Tokugawa Shogunate levied heavily and aggressively. So a young Ronin fled Kyoto, and came to North China.",['William at Oxford'],['William at Oxford'],"30 Nov, 2020",Action,Online Multi-Player,English,False,0,USD,9.99,linux
1473560,Cybershift Playtest,game,,,,"22 Nov, 2020",Indie,Multi-player,English,False,0,,,linux
1473540,Gondola's Adventure,game,Challenge your friends to a quick climbing race to determine who is the gaming warlord.,"[""IceBear's Untold Tales""]","[""IceBear's Untold Tales""]","24 Feb, 2021",RPG,Single-player,English,True,0,,,windows
1473550,Habroxia 2,game,Blast off for a sequel that pushes every facet of 2D shoot'em ups to escape velocity!,['Lillymo Games'],['Lillymo Games'],"3 Feb, 2021",Adventure,Local Multi-Player,English,False,0,USD,9.99,linux
1473590,Freakshow - Episode 3,dlc,Lord Nosferatu invokes the undead to get rid of the Huntress and her sidekick...,['Andrealphus Games'],['Andrealphus Games'],"8 May, 2021",Adventure,Local Multi-Player,English,False,0,USD,1.99,linux
1473610,Animal Doctor - Digital Supporter Pack,dlc,"Animal Doctor’s digital Supporter Pack gives you access to various digital goodies and expands your game experience with exclusive content,",['Caipirinha Games'],['Toplitz Productions'],"25 Mar, 2021",RPG,Co-op,English,False,0,USD,1.99,linux
1473630,Elrit Clover -A forest in the rut is full of dangers-,game,"2.5D puzzle action. You can customize a heroine, and aim for Imperial Knights' Garrison to seek help. If the heroine is got by bad guys, she got sexual play.",['azucat'],['azucat'],"23 Dec, 2020",RPG,Local Multi-Player,English,False,0,USD,14.99,windows
1473640,Space Nations - Battlearena,game,"A Space Nations Battlearena is a video-game that blends the survival, space simulator, and scavenging elements with last-man-standing gameplay.",['Linked Bits'],['IN4VIC'],"22 Jan, 2021",Adventure,Co-op,English,False,0,USD,13.99,mac
1473690,RPG Maker MV - Odyssey of Fantasy: BattleBackground,dlc,&quot;RPG Maker MV Odyssey of Fantasy Series&quot; is an official collection of materials that can express the world of high fantasy.,"['ENTACL GRAPHICXXX', 'Gotcha Gotcha Games']",['Gotcha Gotcha Games'],"11 Feb, 2021",RPG,Single-player,English,False,0,USD,24.99,mac
1473650,The Fang,game,A daring wanderer wields his weapons in real-time battles through his quest into the unknown.,['C-Laboratory'],['C-Laboratory'],"5 Jan, 2021",Adventure,Online Multi-Player,English,False,0,USD,4.99,mac
1473660,Mrs. Santa's Gift Hunt,game,"Mrs.Santa's Gift Hunt is a short JRPG colecthathon, where you must find missing presents. Multiple endings and an adventure awaits you. Can you find all the presents?",['Tuomo Laine'],"["" Tuomo's games""]","30 Nov, 2020",Indie,Co-op,English,True,0,,,linux
1473700,RPG Maker MZ - Odyssey of Fantasy: BattleBackground,dlc,&quot;RPG Maker MZ Odyssey of Fantasy Series&quot; is an official collection of materials that can express the world of high fantasy.,"['ENTACL GRAPHICXXX', 'Gotcha Gotcha Games']",['Gotcha Gotcha Games'],"11 Feb, 2021",RPG,Local Multi-Player,English,False,0,USD,24.99,linux
1473720,Mrs.Santa's Gift Hunt - Hairstyle,dlc,Cosmetic DLC that changes the look of Mrs.Santa,['Tuomo Laine'],"["" Tuomo's games""]","30 Nov, 2020",RPG,Online Multi-Player,English,False,0,USD,0.99,mac
1472875,Neptunia Virtual Stars - Aogiri High School Pack,dlc,Gain items and accessories inspired by Vtuber group &quot;Aogiri High School&quot;. ・Themed recovery items x 50 (per Vtuber) ・Themed masks x 3 (per Vtuber) ・Themed accessories x 3 (per Vtuber) ・Special &quot;X&quot; Cube for each member of &quot;Aogiri High School&quot;,"['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Adventure,Single-player,English,False,0,USD,3.99,linux
1473710,TRACK : TRUE HAPPY,dlc,"When the game starts, the basic score of all characters will be increased to 50, so you can more easily interact with the girl.",['海貓'],['海貓'],Coming soon,Action,Single-player,English,False,0,,,linux
1472874,Neptunia Virtual Stars - Game Club Project Pack,dlc,Gain items and accessories inspired by Vtuber group &quot;Game Club Project&quot;. ・Themed recovery items x 50 (per Vtuber) ・Themed masks x 3 (per Vtuber) ・Themed accessories x 3 (per Vtuber) ・Special &quot;X&quot; Cube for each member of &quot;Game Club Project&quot;,"['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Casual,Online Multi-Player,English,False,0,USD,3.99,linux
1472876,Neptunia Virtual Stars - Maoh Magrona Pack,dlc,"Gain items and accessories inspired by Vtuber Maoh Magrona. ・Maoh Magrona-themed recovery items x 50 ・Maoh Magrona Mask x 3 ・Maoh Magrona-themed accessories x 3 ・Special Cube &quot;Maoh Magrona X&quot; x 1 *In order to receive &quot;Maoh Magrona X&quot;, you need to have rescued the respective Vtuber first.","['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Adventure,Multi-player,English,False,0,USD,3.99,windows
1472877,Neptunia Virtual Stars - Tomari Mari Pack,dlc,"Gain items and accessories inspired by Vtuber Tomari Mari. ・Tomari Mari-themed recovery items x 50 ・Tomari Mari Mask x 3 ・Tomari Mari-themed accessories x 3 ・Special Cube &quot;Tomari Mari X&quot; x 1 *In order to receive &quot;Tomari Mari X&quot;, you need to have rescued the respective Vtuber first.","['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Casual,Co-op,English,False,0,USD,3.99,linux
1472879,Neptunia Virtual Stars - Tenjin Kotone Pack,dlc,"Gain items and accessories inspired by Vtuber Tenjin Kotone. ・Tenjin Kotone-themed recovery items x 50 ・Tenjin Kotone Mask x 3 ・Tenjin Kotone-themed accessories x 3 ・Special Cube &quot;Tenjin Kotone X&quot; x 1 *In order to receive &quot;Tenjin Kotone X&quot;, you need to have rescued the respective Vtuber first.","['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",RPG,Single-player,English,False,0,USD,3.99,linux
1472890,Neptunia Virtual Stars - INSIDEChan Sisters Pack,dlc,Gain items and accessories inspired by Vtuber group &quot;INSIDEChan Sisters&quot;. ・Themed recovery items x 50 (per Vtuber) ・Themed masks x 3 (per Vtuber) ・Themed accessories x 3 (per Vtuber) ・Special &quot;X&quot; Cube for each member of &quot;INSIDEChan Sisters&quot;,"['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Strategy,Single-player,English,False,0,USD,3.99,windows
1472891,Neptunia Virtual Stars - ReVdol! Pack,dlc,Gain items and accessories inspired by Vtuber group &quot;ReVdol!&quot;. ・Themed recovery items x 50 (per Vtuber) ・Themed masks x 3 (per Vtuber) ・Themed accessories x 3 (per Vtuber) ・Special &quot;X&quot; Cube for each member of &quot;ReVdol!&quot;,"['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Adventure,Online Multi-Player,English,False,0,USD,3.99,windows
1472896,Neptunia Virtual Stars - Hibiki Ao Pack,dlc,"Gain items and accessories inspired by Vtuber Hibiki Ao. ・Hibiki Ao-themed recovery items x 50 ・Hibiki Ao Mask x 3 ・Hibiki Ao-themed accessories x 3 ・Special Cube &quot;Hibiki Ao X&quot; x 1 *In order to receive &quot;Hibiki Ao X&quot;, you need to have rescued the respective Vtuber first.","['Idea Factory', 'Compile Heart']",,"29 Apr, 2021",Indie,Online Multi-Player,English,False,0,USD,3.99,linux
1472900,Dreadlands Demo,demo,"Welcome to Dreadlands! A perilous landscape brimming with potential in the form of Glow. Command one of 3 unique factions in this turn-based tactical RPG and play through their campaigns, be it solo or Co-Op, or battle it out in PvP. So far no one has tamed the Dreadlands. Will you be the first?",['Blackfox Studios'],['Fatshark'],"14 Nov, 2020",RPG,Online Multi-Player,English,True,0,,,windows
1472895,Neptunia Virtual Stars - Electronic Fairy Project x Kokounoakumu-Nightmare- Pack,dlc,Gain items and accessories inspired by Vtuber &quot;Electronic Fairy Project x Kokounoakumu-Nightmare-&quot;.,"['Idea Factory', 'Compile Heart']",['Idea Factory International'],"29 Apr, 2021",Action,Online Multi-Player,English,False,0,USD,3.99,windows
1472930,Flock,game,"Flock is a multiplayer co-op game about the joy of flight and collecting adorable flying creatures with your friends. Soar through beautiful landscapes, seeking out rare and elusive creatures to add to your flock.","['Hollow Ponds', 'Richard Hogg']",['Annapurna Interactive'],"16 Jul, 2024",Adventure,Multi-player,English,False,0,USD,19.99,windows
1472950,Hentai Forever,game,"Hentai Forever is a casual puzzle game, you need to move parts of the image to restore the drawing.",['Boom Team'],['Boom Team'],"18 Dec, 2020",RPG,Multi-player,English,False,0,USD,0.99,mac
1472970,TinyAttack,game,"Tiny Attack is an action roguelite game. Fight against hordes of enemies in procedurally-generated levels with distinctive themes. Loot items, defeat bosses in uniquely designed fights, and survive until you find the truth.",['TinyBird Games'],['TinyBird Games'],To be announced,Adventure,Multi-player,English,False,0,,,mac
1472960,Chill IV,game,"Chill is a relaxing, minimalist maze game.",['ZELENIUK'],['ZELENIUK'],"4 Dec, 2020",Strategy,Online Multi-Player,English,False,0,USD,0.99,mac
1472980,Rico-Ball Playtest,game,,,,"22 Dec, 2020",Casual,Local Multi-Player,English,False,0,,,windows
1472990,Welcome To... Chichester 2 - Part III : NightFall Playtest,game,,,,"16 Nov, 2020",Action,Single-player,English,False,0,,,windows
1473000,Lumber Party,game,An online or local multiplayer space monkey racing platformer. Fight your way to the top to grab the banana with tons of different ways to play.,['Mr. Moo'],['Mr. Moo Games'],"21 Dec, 2020",Strategy,Online Multi-Player,English,True,0,,,windows
1473070,Nova Genetics,game,Nova Genetics is open-world sci-fi zombie survival game. With focus on survivability/exploration and quick decision making. Should you try to run and live to fight another day or build outposts and fight against threat hordes.,['Reside'],['ObligeNet'],"26 Mar, 2021",Casual,Online Multi-Player,English,False,0,USD,14.99,windows
1473020,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Inner Sea Combat,dlc,"Pathfinder RPG - Campaign Setting: Inner Sea Combat A World of Battle!From the brink of the Worldwound, where demonic hordes lay siege to the mortal realm, to the battlefields of Mendev and Nirmathas, where soldiers distinguish themselves as heroes of ideals, battle is a common part of life in the Inner Sea region.","['SmiteWorks USA, LLC']",,"9 Jan, 2024",Action,Multi-player,English,False,0,USD,19.99,linux
1473080,DeLight: The Journey Home - Chapter 2,dlc,DeLight: The Journey Home - Chapter 2,['DreamTree Studio Sdn. Bhd.'],['DreamTree Studio Sdn. Bhd.'],"19 Nov, 2020",Adventure,Single-player,English,False,0,USD,1.99,mac
1473010,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Osirion, Legacy of Pharaohs",dlc,"Pathfinder RPG - Campaign Setting: Osirion, Legacy of Pharaohs Secrets of the SandsIn the heart of the Inner Sea region stretches one of the oldest human empires still standing today: the mighty and mysterious land of pharaohs and pyramids known as Osirion.","['SmiteWorks USA, LLC']",,"16 Jan, 2024",RPG,Single-player,English,False,0,USD,19.99,mac
1473100,Guess Colors,game,Guess Colors is a minimalist puzzle game we used to play in the childhood.,['Paulo Sigrist'],['Paulo Sigrist'],"8 Dec, 2020",RPG,Co-op,English,False,0,USD,0.99,linux
1473110,THE CORRIDOR Playtest,game,,,,"14 Nov, 2020",Strategy,Single-player,English,False,0,,,linux
1473050,100 hidden birds,game,Hidden object game in the cartoon city style. Ultra hard! Really very difficult!,"['Anatoliy Loginovskikh', 'Аlexandr Telminov']",['Anatoliy Loginovskikh'],"2 Dec, 2020",Adventure,Online Multi-Player,English,False,0,USD,1.99,mac
1473120,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Occult Mysteries,dlc,"Pathfinder RPG - Campaign Setting: Occult Mysteries The Terrible Truth!Every civilization has its big questions, those mysteries that have plagued generations of scholars. How did humanity rise from barbarism? Why did the gnomes leave the First World? Who are the string-pulling veiled masters?","['SmiteWorks USA, LLC']",,"9 Jan, 2024",RPG,Co-op,English,False,0,USD,19.99,mac
1473130,The Chaser's Voyage,game,Pilot the Chaser through dangerous interstellar terrain and shake off hostile pursuers in this 2D single-player space flight adventure. Survive the voyage with your oddball crew and transport clients to pay off your debt to a notorious pirate lord before it’s too late!,['Bright at Midnight: A Game Studio'],['Bright at Midnight: A Game Studio'],"17 Sep, 2021",Casual,Online Multi-Player,English,False,0,USD,19.99,windows
1473140,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Numeria, Land of Fallen Stars",dlc,"Pathfinder RPG - Campaign Setting: Numeria, Land of Fallen Stars Ruins from the StarsThousands of years ago, a massive spaceship from a distant world broke apart in the atmosphere above Golarion, showering down alien debris and technological wonders--an event known as the &quot;Rain of Stars&quot;--onto the plains of Numeria.","['SmiteWorks USA, LLC']",,"30 Jan, 2024",Adventure,Multi-player,English,False,0,USD,19.99,windows
1473180,This is Timmy,game,"While searching for his own path, home service robot Timmy finds himself trapped. Face deadly and challenging puzzles to find your way to freedom.","['Maxim Kostin', 'Warren Clark']",['Maxim Kostin'],Coming soon,Indie,Co-op,English,False,0,,,linux
1473200,AZURE DOMAIN™ Playtest,game,,,,"18 Nov, 2020",Strategy,Local Multi-Player,English,False,0,,,linux
1473170,Aircraft Sketch Shooter,game,Choose One of 4 Aircrafts and start to fight against Unique Boss Enemies.,['Stusse Games'],['Stusse Games'],"11 Jan, 2021",Adventure,Online Multi-Player,English,False,0,USD,2.99,mac
1472730,SimBus,game,"SimBus is new, advanced bus simulator. Drive historic and modern vehicles from all parts of the world. Visit living cities of USA, Europe and China in different eras. Become bus driver, follow the timetable and meet other players on multiplayer mode.",['SimRail S.A.'],['PlayWay S.A.'],Coming soon,Adventure,Single-player,English,False,0,,,windows
1472720,Damned Hand - Arcade Mode DLC,dlc,Horronomicon Arcade Mode DLC. Improve your shoots by spawning as many bullets and zombies as you want.,['Applykat'],['Applykat'],"12 Nov, 2020",RPG,Local Multi-Player,English,True,0,,,mac
1472740,Das Balkonzimmer,game,"Discover the balcony room, brand new, totally different!",['FLO-server'],['FLO-server'],"2 Dec, 2020",Casual,Online Multi-Player,English,True,0,,,windows
1473220,Hundred Chances - The Fortress,game,Challenging 2D Platformer - The Game will test your strength and abiliity ! Can you make your way to the top ?,['Kaká Gamer & Dev'],['Kaká Gamer & Dev'],"8 Jan, 2021",RPG,Online Multi-Player,English,False,0,USD,0.99,mac
1472760,Heart in the Dark Playtest,game,,,,"27 Nov, 2020",Casual,Co-op,English,False,0,,,linux
1472780,Plague Inc: The Cure,dlc,Can you save the world? Take control and stop a deadly global pandemic by any means necessary in Plague Inc.'s biggest expansion yet!,['Ndemic Creations'],['Ndemic Creations'],"28 Jan, 2021",Indie,Co-op,English,False,0,USD,5.99,linux
1472820,Pokoh,game,Pokoh is a sliding puzzle game inspired by good old classic Sokoban but with its own flavour and mechanics. Your beloved wife has been stolen from your hands and it's your duty to rescue Pokah and bring her home.,['Ankor Studio'],['Ankor Studio'],"4 Dec, 2020",Casual,Multi-player,English,False,0,USD,0.99,linux
