AppID,Nombre,Tipo,Desarrollador,Editor,FechaSalida,Genero,Categoria,Gratis,Plataforma,Popularidad,TamanoGB,SoporteMods,FrecuenciaActualizaciones,ComprasEnLaApp
1473550,Habroxia 2,game,Lillymo Games,Lillymo Games,"3 Feb, 2021",Adventure,Local Multi-Player,No,linux,1283,68,No,Anual,No
1473590,Freakshow - Episode 3,dlc,Andrealphus Games,Andrealphus Games,"8 May, 2021",Adventure,Local Multi-Player,No,linux,5047,31,No,Semanal,Si
1473610,Animal Doctor - Digital Supporter Pack,dlc,Caipirinha Games,Toplitz Productions,"25 Mar, 2021",RPG,Co-op,No,linux,525,88,No,Semanal,Si
1473630,Elrit Clover -A forest in the rut is full of dangers-,game,azucat,azucat,"23 Dec, 2020",RPG,Local Multi-Player,No,windows,6054,97,Si,Anual,No
1473640,Space Nations - Battlearena,game,Linked Bits,IN4VIC,"22 Jan, 2021",Adventure,Co-op,No,mac,1173,78,No,Mensual,No
1473690,RPG Maker MV - Odyssey of Fantasy: BattleBackground,dlc,"ENTACL GRAPHICXXX, Gotcha Gotcha Games",Gotcha Gotcha Games,"11 Feb, 2021",RPG,Single-player,No,mac,3409,1,No,Diario,No
1473650,The Fang,game,C-Laboratory,C-Laboratory,"5 Jan, 2021",Adventure,Online Multi-Player,No,mac,2171,68,No,Mensual,Si
1473660,Mrs. Santa's Gift Hunt,game,Tuomo Laine,""" Tuomos games""","30 Nov, 2020",Indie,Co-op,Si,linux,9784,80,Si,Semanal,Si
1473700,RPG Maker MZ - Odyssey of Fantasy: BattleBackground,dlc,"ENTACL GRAPHICXXX, Gotcha Gotcha Games",Gotcha Gotcha Games,"11 Feb, 2021",RPG,Local Multi-Player,No,linux,9940,4,No,Anual,Si
1473720,Mrs.Santa's Gift Hunt - Hairstyle,dlc,Tuomo Laine,""" Tuomos games""","30 Nov, 2020",RPG,Online Multi-Player,No,mac,1157,96,Si,Mensual,No
1472875,Neptunia Virtual Stars - Aogiri High School Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Adventure,Single-player,No,linux,2527,13,Si,Diario,No
1473710,TRACK : TRUE HAPPY,dlc,海貓,海貓,Coming soon,Action,Single-player,No,linux,550,64,Si,Semanal,No
1472874,Neptunia Virtual Stars - Game Club Project Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Casual,Online Multi-Player,No,linux,6734,91,Si,Diario,Si
1472876,Neptunia Virtual Stars - Maoh Magrona Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Adventure,Multi-player,No,windows,4796,26,No,Mensual,Si
1472877,Neptunia Virtual Stars - Tomari Mari Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Casual,Co-op,No,linux,709,12,Si,Anual,Si
1472879,Neptunia Virtual Stars - Tenjin Kotone Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",RPG,Single-player,No,linux,3626,49,Si,Diario,No
1472890,Neptunia Virtual Stars - INSIDEChan Sisters Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Strategy,Single-player,No,windows,3848,52,Si,Anual,No
1472891,Neptunia Virtual Stars - ReVdol! Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Adventure,Online Multi-Player,No,windows,1483,98,No,Mensual,Si
1472896,Neptunia Virtual Stars - Hibiki Ao Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Indie,Online Multi-Player,No,linux,4767,58,Si,Mensual,Si
1472900,Dreadlands Demo,demo,Blackfox Studios,Fatshark,"14 Nov, 2020",RPG,Online Multi-Player,Si,windows,1700,27,No,Mensual,No
1472895,Neptunia Virtual Stars - Electronic Fairy Project x Kokounoakumu-Nightmare- Pack,dlc,"Idea Factory, Compile Heart",Idea Factory International,"29 Apr, 2021",Action,Online Multi-Player,No,windows,5237,5,No,Semanal,Si
1472930,Flock,game,"Hollow Ponds, Richard Hogg",Annapurna Interactive,"16 Jul, 2024",Adventure,Multi-player,No,windows,5850,4,Si,Anual,Si
1472950,Hentai Forever,game,Boom Team,Boom Team,"18 Dec, 2020",RPG,Multi-player,No,mac,3449,24,Si,Semanal,No
1472970,TinyAttack,game,TinyBird Games,TinyBird Games,To be announced,Adventure,Multi-player,No,mac,7431,84,No,Mensual,No
1472960,Chill IV,game,ZELENIUK,ZELENIUK,"4 Dec, 2020",Strategy,Online Multi-Player,No,mac,1470,28,Si,Anual,Si
1472980,Rico-Ball Playtest,game,,,"22 Dec, 2020",Casual,Local Multi-Player,No,windows,6502,90,No,Anual,Si
1472990,Welcome To... Chichester 2 - Part III : NightFall Playtest,game,,,"16 Nov, 2020",Action,Single-player,No,windows,5569,38,Si,Semanal,No
1473000,Lumber Party,game,Mr. Moo,Mr. Moo Games,"21 Dec, 2020",Strategy,Online Multi-Player,Si,windows,3697,74,No,Semanal,Si
1473070,Nova Genetics,game,Reside,ObligeNet,"26 Mar, 2021",Casual,Online Multi-Player,No,windows,9441,59,Si,Mensual,No
1473020,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Inner Sea Combat,dlc,"SmiteWorks USA, LLC",,"9 Jan, 2024",Action,Multi-player,No,linux,9896,9,No,Mensual,Si
1473080,DeLight: The Journey Home - Chapter 2,dlc,DreamTree Studio Sdn. Bhd.,DreamTree Studio Sdn. Bhd.,"19 Nov, 2020",Adventure,Single-player,No,mac,9770,15,No,Semanal,No
1473010,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Osirion, Legacy of Pharaohs",dlc,"SmiteWorks USA, LLC",,"16 Jan, 2024",RPG,Single-player,No,mac,7053,13,No,Semanal,Si
1473100,Guess Colors,game,Paulo Sigrist,Paulo Sigrist,"8 Dec, 2020",RPG,Co-op,No,linux,3582,88,No,Diario,Si
1473110,THE CORRIDOR Playtest,game,,,"14 Nov, 2020",Strategy,Single-player,No,linux,2718,22,No,Diario,Si
1473050,100 hidden birds,game,"Anatoliy Loginovskikh, Аlexandr Telminov",Anatoliy Loginovskikh,"2 Dec, 2020",Adventure,Online Multi-Player,No,mac,2580,59,No,Anual,No
1473120,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Occult Mysteries,dlc,"SmiteWorks USA, LLC",,"9 Jan, 2024",RPG,Co-op,No,mac,8230,36,Si,Diario,Si
1473130,The Chaser's Voyage,game,Bright at Midnight: A Game Studio,Bright at Midnight: A Game Studio,"17 Sep, 2021",Casual,Online Multi-Player,No,windows,6863,22,Si,Semanal,No
1473140,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Numeria, Land of Fallen Stars",dlc,"SmiteWorks USA, LLC",,"30 Jan, 2024",Adventure,Multi-player,No,windows,1087,95,Si,Diario,Si
