ID,Usuario,JuegoFavorito,CalificacionUsers,Descargas,Resenas,TiempoJuegoHoras,AccesoAnticipado,CompatibleConsola,Popularidad,Edad,PaísUser,UserOnline,TotalUsers,SoporteSteamDeck
2153,BlitzFrost97,Volleyhalla,3.985262994374849,16717,Muy Negativo,303,True,True,15,47,Germany,3699,399145,False
290,NebulaTurbo96,Brothers in Hell,2.9831767111075487,9446,Mayormente Positivo,44,True,True,11,11,Mexico,7501,55232,False
113,InfernoCipher17,Karolina,4.9982089362406175,87561,Muy Negativo,409,False,True,45,22,Canada,706,72136,True
1213,BlazePulse28,Elrit Clover -A forest in the rut is full of dangers-,3.263892928686971,74891,Mayormente Negativo,555,True,True,8,16,Mexico,792,96046,True
9272,RavenFluffy51,"Neptunia Virtual Stars - In-game BGM: Ileheart - ""I Love You""",2.4263712552326924,62587,Muy Negativo,45,True,True,31,14,UK,6330,47748,False
5559,DriftPhantom44,Hunt: Showdown 1896 - The Son of Gunpowder,1.1830137311392077,87406,Mixto,982,False,False,28,28,Mexico,5467,271898,True
7471,NebulaBlitz19,Infernal Apocalypse: Rise of the Underworld,2.223745708559453,41788,Muy positivo,125,True,True,67,41,Mexico,1250,269931,False
7322,BlazeEcho17,Peep Invasion,1.1504288472796422,47533,Muy Negativo,957,False,False,16,17,Germany,9271,172811,True
1784,CosmoPulse89,Neptunia Virtual Stars - Iwasimiz Kotoko Pack,4.532763271704555,6541,Mayormente Positivo,736,False,True,16,28,Mexico,2680,472196,True
2456,ChromaDrift20,江湖客栈-The Jianghu Playtest,2.8547409540839483,71408,Muy Negativo,95,False,True,53,42,USA,1252,358457,True
1453,ShadowInferno28,Time Raiders,1.0757132407946832,36705,Mayormente Negativo,504,False,False,83,34,UK,4664,95799,False
3806,PhantomStellar60,Mrs. Santa's Gift Hunt,4.354374001227654,76904,Muy Negativo,684,True,False,44,41,Canada,4916,231191,True
6528,CometLunar2,PitBots,2.9894877477038126,47594,Muy positivo,405,False,False,26,48,Canada,5427,24781,False
5008,NimbusPhantom77,Rune Factory 5 - The Marionette and the Glorious Horse Swimsuit Set + New Ranger Care Package Item Pack,4.476590118380171,43161,Mayormente Positivo,837,True,False,76,34,USA,8442,488560,True
2614,CometFluffy57,The Sims™ 4 Fashion Street Kit,1.5815488966114044,66525,Mixto,198,True,True,65,38,Mexico,8577,373819,True
9172,AeroPhantom88,与我签订契约，成为救世勇者吧！ Demo,1.745415249113297,78001,Mixto,520,False,True,69,48,USA,327,225313,False
7446,NebulaNimbus18,Rune Factory 5 - Famous Butlers Swimsuit Set + New Ranger Care Package Item Pack,4.968803133772266,91595,Mayormente Negativo,231,True,False,58,15,UK,7607,49866,True
8077,BlazeBlitz27,RPG Maker MZ - Otani Pixel Fantasy Enemy Pack Vol.3,3.911166408927087,78624,Mayormente Negativo,209,True,False,10,22,Canada,798,113038,False
9287,LunarTurbo14,Grim Tales: Graywitch Collector's Edition,1.6413559082185731,76233,Mixto,515,False,False,16,41,Canada,7621,387107,True
6892,FrostFluffy32,Elf World Adventure: Part 1,3.2050704157832426,86249,Muy positivo,187,False,False,60,43,Canada,9570,489684,True
8507,TurboQuantum67,淤積的祈禱（Silted Prayer）,1.5762596295209876,64305,Mayormente Negativo,602,True,True,60,26,USA,5206,324125,False
9831,FluffyBlitz98,Cat-aclysm,3.963679423495687,99499,Mayormente Negativo,714,True,False,44,41,Germany,2023,427796,True
4054,NovaPhantom51,The Blunderbuss,3.0098741415522228,19685,Mayormente Positivo,179,True,False,57,11,USA,1679,216375,True
78,RocketInferno15,Yuhha: Stolen Treasure EXTRA SUPPORT,3.2106153492845824,77028,Muy Negativo,356,False,True,27,32,Mexico,5179,10644,False
3587,RavenSpark76,Radix Chronicle,1.509313295223123,96976,Mayormente Negativo,710,False,True,68,25,USA,9384,314408,True
2937,StellarFrost64,Neptunia Virtual Stars - Todoki Uka Pack,3.8060569407555285,46287,Muy Negativo,177,True,False,30,33,Canada,8423,109296,False
1199,FrostFluffy20,Fallen Light,2.3751294382267725,52289,Muy Negativo,366,True,False,80,27,Mexico,9295,102726,True
2227,NebulaRaven59,The Tower of TigerqiuQiu Pinball killer,3.6785564822670853,82186,Muy positivo,674,False,False,16,40,USA,299,258304,True
1035,PulseVortex90,Everblade Soundtrack,4.5262592156553305,91097,Mayormente Negativo,767,True,False,66,28,Canada,2017,484188,True
7006,PulseInferno39,The Mountaineers Demo,3.396630535558344,54392,Mixto,682,True,False,68,42,Mexico,1527,222630,False
878,PhantomCobra37,Operator: Observation,4.955891896800782,37993,Mayormente Negativo,647,True,False,11,33,USA,803,387661,True
2598,ChromaQuantum13,Hundred Chances - The Fortress,2.9248538649832776,98878,Mayormente Negativo,637,True,False,97,20,UK,6678,214444,False
6596,VortexThunder74,Fluids & Sounds: Mind relaxing and meditative,3.4723728871757844,9284,Mayormente Negativo,584,True,True,74,47,Germany,8499,220154,False
2114,PulseBlaze67,Hellver Playtest,3.776930074596617,15222,Muy positivo,112,True,True,82,42,Mexico,8061,137424,False
7835,FluffyBlitz6,Hunt: Showdown 1896 - The Son of Gunpowder,4.876803729030077,23104,Mayormente Negativo,825,False,False,19,23,Mexico,5797,260718,False
9215,NimbusPulse35,Squab,2.023326344133511,16504,Muy positivo,371,False,True,23,15,Mexico,8893,414991,False
4180,StellarDrift20,Gate One,2.372702523253319,52052,Mayormente Negativo,113,True,True,44,25,Germany,2363,240642,True
17,NebulaBlaze100,Doomsday School,4.979038933661778,93441,Mayormente Negativo,377,True,False,68,23,USA,3058,201247,False
1144,CipherBlitz73,Everblade Soundtrack,4.811368223008448,77591,Muy Negativo,241,False,False,22,13,Germany,8173,316983,True
6302,PixelEcho33,GALACTIC FIELD 2023.8.30 old test version Demo,2.7912527778248566,88470,Muy positivo,453,True,False,64,40,Germany,2123,442833,False
6984,PixelEcho83,VerdantOfWorld:LostWay,4.2036790841804255,72354,Mayormente Negativo,262,True,False,60,38,Canada,1243,288594,True
1803,NebulaRocket94,"Zombie Hunter: D-Day - SS-ranked Armament ""PLASMA GUN""",3.4817980121675496,80623,Mayormente Positivo,228,True,False,37,50,Canada,1437,498524,False
5966,DriftSpark43,Shirone: the Dragon Girl Demo,1.5034762719554324,25866,Mixto,658,False,True,32,40,Canada,7368,331888,False
7796,CometFrost79,Neptunia Virtual Stars - Tenjin Kotone Pack,4.528354201427446,68752,Muy positivo,958,False,True,46,50,USA,7967,18629,False
798,NovaDrift28,Grim Tales: Graywitch Collector's Edition,1.3235214032050675,85478,Mayormente Positivo,954,False,True,33,44,UK,6520,495561,True
1083,PulseSolar46,Mad Experiments: Escape Room Premium Pack,4.306987537892029,20900,Muy Negativo,247,False,True,38,37,UK,2419,122474,True
7809,EchoPhantom37,DreamCowork Beta,3.4203291029276133,68416,Muy positivo,60,False,True,50,10,Germany,436,391283,False
7036,ShadowComet91,Gentlemen's Puzzle Club,4.476495567111694,74968,Mixto,430,False,False,74,27,UK,7645,204399,False
2249,NovaFrost57,My Child Lebensborn Remastered,1.0220982840116744,78096,Muy Negativo,772,True,True,7,16,USA,5971,352859,True
3372,PixelNova10,Reds Adventure A Seasons New Beginning,1.6279572785862921,45161,Mixto,939,True,False,53,31,Germany,9348,164083,False
2906,TurboInferno56,Shogun Showdown Demo,4.26458434770446,43190,Muy positivo,883,True,False,14,25,USA,7877,154082,True
8684,VortexChroma96,Pyramid Curse,2.6055821969858837,90944,Muy positivo,883,True,False,8,30,Mexico,2473,498935,True
3725,VortexCosmo89,Neptunia Virtual Stars - Deluxe Item Pack,2.3938594396533084,77752,Mayormente Positivo,53,False,True,65,19,Germany,3851,477301,False
2870,NebulaStellar58,仙侠世界2-白金版,4.0843551173829775,84093,Mayormente Positivo,945,False,True,6,27,Mexico,8352,105253,True
4192,NovaStellar46,(the) Gnorp Apologue,4.167444469196643,64533,Mayormente Negativo,66,True,False,85,49,USA,6115,65957,False
9349,PulseBlaze90,Daycare Descent,2.0398653608347668,88480,Mixto,858,False,False,50,23,Canada,8277,50620,False
6950,RavenAero69,"Zombie Hunter: D-Day - SS-ranked Weapon ""JACKHAMMER""",3.671218140949702,44551,Mixto,397,True,False,14,21,UK,9587,89057,True
1040,SparkComet32,The Last Stand at Camp Zombie,4.928952404291813,66361,Muy Negativo,678,True,False,86,48,Canada,7750,184423,True
2678,CometCobra24,Grab The Goblins!,3.290608580936186,86290,Mayormente Positivo,337,False,False,36,26,Germany,5254,304401,False
5350,VortexDrift19,"Zombie Hunter: D-Day - SS-ranked Armament ""TURRET-M""",3.3473311937171735,96210,Mayormente Negativo,485,False,False,66,46,Mexico,9716,406469,True
4323,DriftTurbo38,怪盗探偵ブロンドレディ,2.9629519544620235,39016,Muy positivo,64,True,False,7,42,USA,9663,227516,True
6706,CometPixel72,Gungrave G.O.R.E - Street Grave,3.605930243864959,8915,Mayormente Positivo,832,False,True,7,25,UK,7083,80861,False
6377,CobraSolar48,江湖客栈-The Jianghu Playtest,1.783500493170417,21946,Mayormente Positivo,835,True,False,7,44,Mexico,7341,157522,False
6833,NimbusVortex94,Aerial Raver Demo,4.347497727140631,99653,Mayormente Positivo,304,False,False,57,32,USA,9563,33638,False
453,CometCosmo68,Survival Quiz CITY: The Legendary Soundtrack to Lammy's Adventures,4.047304804681719,39842,Mayormente Positivo,769,True,False,59,20,USA,4405,443936,False
1791,BlitzPixel10,Plague Inc: The Cure,1.0365965980524177,58984,Mayormente Positivo,642,False,True,15,49,UK,7659,36309,False
8937,QuantumSpark75,Rise of the samurai in VR,3.382433246585755,15514,Muy positivo,35,False,True,87,18,Mexico,711,324338,True
7275,NovaNebula7,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Occult Mysteries,1.8808886279544894,38664,Mixto,424,False,False,40,35,UK,4562,18554,True
3274,AeroInferno22,The Tower of TigerqiuQiu Pinball killer,2.555069226740934,40359,Mixto,685,False,False,14,44,UK,7566,262773,True
8420,BlazeCipher96,The Sandwich Making Experience,4.914578424270838,93871,Muy Negativo,944,False,False,81,40,Canada,9878,306873,False
5560,FluffyRaven88,Neptunia Virtual Stars - Deluxe Item Pack,1.437503150890178,9298,Muy positivo,195,False,True,87,16,Germany,1173,408939,False
2246,ThunderComet93,Reds Adventure A Seasons New Beginning,1.0138375934907211,75822,Mayormente Negativo,439,True,False,59,50,Mexico,4129,375823,False
3793,ShadowNebula11,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Numeria, Land of Fallen Stars",2.341543361514556,18341,Mayormente Positivo,510,True,True,54,17,UK,7802,187129,True
1397,PulseCosmo35,The Humbling of a Holy Maiden,2.4252121069124017,73183,Muy positivo,264,False,False,66,17,USA,4710,401883,False
8288,SolarNova52,Sketchy Fables,4.971840168520583,14744,Mayormente Negativo,190,False,False,6,16,USA,9770,428835,True
7915,PixelInferno2,Grab The Goblins!,3.1041594980107674,96707,Mayormente Positivo,921,False,False,12,43,Canada,3972,438440,False
9955,RocketNimbus70,Hot Girls Delivery Club,3.181103115258708,44924,Muy positivo,70,False,False,90,50,Germany,5175,105688,True
1472,CipherCobra42,Neptunia Virtual Stars - Bikini Outfit: V-Idol Set,4.672579916406263,6521,Mayormente Negativo,236,True,True,86,29,Germany,3708,252216,True
6605,EchoCobra73,Mrs. Santa's Gift Hunt,4.6085898232206155,45981,Mayormente Positivo,251,True,False,32,34,Canada,7624,371254,True
1323,FrostPhantom81,Neptunia Virtual Stars - INSIDEChan Sisters Pack,4.944758296675757,13785,Muy positivo,995,True,False,37,19,UK,6342,198687,False
1551,CometRaven11,Monster Museum - Mini Rasak,2.283539585405788,95119,Muy positivo,956,False,True,64,15,UK,8460,457694,False
2581,NebulaThunder30,Cube Clash: Rumble and Smash,4.754644218813559,55966,Mixto,749,True,False,16,11,Germany,3621,484091,True
6509,BlazeTurbo63,Quest for Gold,3.2997452905535676,47085,Mayormente Negativo,207,False,False,73,13,Germany,5166,437945,False
2493,ThunderFluffy70,Habroxia 2,2.9786338337163576,6329,Mayormente Negativo,478,False,False,58,17,USA,9255,247123,True
3840,ThunderBlaze14,Rune Factory 5 - The Marionette and the Glorious Horse Swimsuit Set + New Ranger Care Package Item Pack,4.697359491190039,50275,Mixto,583,True,False,42,11,Mexico,8408,435435,True
9730,RavenTurbo70,Thyrian Defenders Playtest,3.010163576482227,16238,Mayormente Negativo,263,True,False,99,29,UK,5857,279980,True
4379,CosmoNebula49,Life of Ocean,4.079697730078147,44427,Mixto,985,False,False,68,28,Canada,8477,179664,False
323,RavenSolar48,Roll the Dark Heart,3.494748835845027,4958,Muy positivo,176,True,False,7,41,USA,5717,145612,True
6681,PulseThunder27,Ponk's Jam: The Tulip Thief,4.267236015187052,31909,Mayormente Positivo,38,True,False,76,25,Mexico,33,388096,False
1340,ShadowAero14,The Blunderbuss,1.8248453239042424,31694,Mayormente Negativo,540,False,True,70,26,Germany,9627,88455,False
1432,NimbusComet85,Rise of the samurai in VR,2.5675630369220763,48647,Mayormente Positivo,755,True,True,56,34,Germany,2385,38757,False
3857,VortexShadow61,Galactic Grinder,1.3413840687371272,7549,Muy positivo,227,True,False,81,36,Germany,1555,256554,False
2530,EchoRaven16,Butterfly//Circuit,1.402167232998694,20703,Muy positivo,532,True,True,69,11,USA,5995,166737,True
5898,PixelSpark9,Guess Colors,4.72467847855014,9530,Muy Negativo,677,True,True,94,34,USA,9861,255608,False
1716,InfernoPulse76,Habroxia 2,4.097811841632705,66627,Muy Negativo,267,True,False,54,18,Germany,1513,494749,False
1219,CobraRocket96,Yuhha: Stolen Treasure EXTRA SUPPORT,4.877771649940081,53431,Mayormente Negativo,412,True,False,68,27,UK,4207,293929,True
4173,FrostPhantom21,Plague Inc: The Cure,1.0573291104097309,13240,Mixto,210,True,True,77,39,USA,6267,495396,True
9598,CipherPixel75,Monster Energy Supercross 4 - Customization Pack Neon,2.0025095900729912,13077,Mixto,932,True,False,82,12,USA,3202,168162,True
1112,PhantomInferno46,Feeble Light,1.280393731689081,66641,Muy positivo,986,True,True,66,21,USA,886,357686,True
2186,CipherNimbus96,Hentai it's my life,1.0797644790805174,65974,Muy positivo,91,True,True,7,20,Mexico,7497,410334,True
5963,RavenNova26,The King's Campaign Soundtrack,2.426092480403159,30138,Muy positivo,274,True,True,36,46,Canada,6900,411936,True
8946,ThunderFrost18,Firing Vibes Playtest,2.3821287520825805,55475,Mayormente Positivo,837,False,True,30,19,Mexico,6477,491526,False
631,CobraBlaze31,Inu's Adventure,1.952522102309317,72262,Mixto,518,False,False,97,27,Canada,7688,215590,False
6272,LunarDrift96,AI.Cybercraft,4.008010129410726,23264,Muy positivo,599,True,True,56,23,Canada,33,259875,False
6449,EchoStellar97,Pyramid Curse,4.981514102793373,32676,Muy positivo,310,True,False,96,43,UK,1504,361464,False
4650,RocketPixel92,The Last Stand at Camp Zombie,3.977198266524438,66399,Mayormente Positivo,46,False,True,30,15,Germany,5250,183676,False
2703,RavenAero90,Casting Whispers Demo,2.5776968579281294,82532,Mayormente Negativo,433,True,False,88,27,UK,2960,418875,True
4333,PhantomPulse94,PitBots,3.4552044265880206,60041,Mayormente Positivo,753,True,False,92,34,Mexico,4611,68629,False
1194,FluffyInferno44,江湖客栈-The Jianghu Playtest,3.912036533403877,47323,Muy positivo,365,False,True,42,18,UK,3436,138635,True
1048,BlitzLunar22,Squab,3.8848078421339967,26649,Muy Negativo,592,False,False,92,22,USA,2200,386294,True
6398,RocketEcho69,Butterfly//Circuit Demo,4.414925465945033,18660,Mixto,842,False,True,88,44,UK,4193,52934,True
5505,NebulaRocket55,Liona's Adventure,1.9635674182103364,4429,Muy Negativo,218,True,False,82,24,UK,6797,478650,True
9239,ShadowQuantum2,NIGHT/SHADE: You're The Drug,4.8289156856896085,72568,Mixto,115,True,False,31,32,Mexico,7781,167815,True
4798,CosmoPixel3,Wrought Flesh Soundtrack,2.137472585981493,55809,Mixto,989,False,True,30,34,USA,1791,10265,True
8683,CipherThunder17,Infernal Apocalypse: Rise of the Underworld,2.43166303600038,12071,Mayormente Negativo,891,True,False,38,47,Germany,2103,18921,False
272,NebulaNova50,Freakshow - Episode 3,3.4393229485716006,64337,Mixto,890,True,False,25,39,Mexico,9409,144259,True
6579,FrostNova100,Bye Sweet Carole,3.57297792276002,8054,Muy positivo,423,True,True,44,18,Mexico,829,347852,True
3958,CipherTurbo8,Flock,3.3103089672831487,9062,Mixto,116,True,True,52,16,UK,4675,95713,False
6028,EchoVortex3,VR-太阳系,4.715560397935672,33016,Mixto,944,True,True,3,23,USA,6291,46316,False
8256,QuantumNebula11,Return Ace,2.57215481660071,34469,Muy Negativo,498,True,False,34,50,USA,3566,443408,False
6858,VortexFluffy95,Operator: Observation,4.26507083258735,92184,Muy positivo,624,False,True,63,36,Mexico,1681,132476,False
2043,VortexSolar36,Wrought Flesh Soundtrack,4.897271322974998,15370,Muy Negativo,266,True,True,31,46,Canada,3149,100677,True
533,CosmoCobra94,Fantasy Grounds - FG Desert Ruins Map Pack,3.3521457517488304,66908,Muy Negativo,399,True,True,42,27,Canada,234,243408,True
7513,InfernoSolar42,The Struggle to Survive the Dragon Siege,2.13601888010889,39773,Muy Negativo,441,False,False,43,25,USA,5984,361668,False
2962,PulseFrost65,Black Gold,3.4996593968702494,19801,Mayormente Negativo,434,False,False,33,32,UK,4537,118924,True
5852,ShadowSpark16,Neptunia Virtual Stars - Aogiri High School Pack,3.701693971522124,43499,Mixto,864,False,True,43,37,USA,3015,396319,True
309,VortexQuantum38,Harmonis: the hand-made kingdoms,2.0083479148243977,65560,Mayormente Positivo,237,True,True,56,46,Germany,8914,12401,False
6252,EchoDrift49,The Ground Division Demo,4.460079832583891,99916,Mayormente Positivo,878,True,False,28,35,UK,3780,65736,False
9535,VortexShadow41,MagicArchitect,1.595696694874707,27500,Muy Negativo,510,True,True,73,24,Germany,2871,10345,True
8212,EchoNebula6,Aircraft Sketch Shooter,2.3326551809837515,22222,Muy positivo,337,True,False,78,19,Canada,6276,245272,True
6269,StellarSolar21,Rune Factory 5 - The Resplendent Butterfly and the Priest Swimsuit Set + New Ranger Care Package Item Pack,4.3090140433364645,39453,Muy positivo,737,False,True,44,45,Mexico,5909,71141,True
6789,InfernoQuantum64,The Fang,2.8687235380421803,31732,Mayormente Positivo,167,True,True,41,43,Germany,5570,262699,False
5866,PhantomTurbo93,Family Arcade,1.5942456341299573,64537,Muy Negativo,843,True,True,11,18,Mexico,1312,242716,False
2136,RocketFrost48,Karolina,2.170271995346726,9452,Muy positivo,607,True,False,90,32,USA,2529,466918,False
2204,EchoRaven12,Hunt: Showdown 1896 - The Son of Gunpowder,3.899121782307331,9626,Mayormente Positivo,263,False,True,76,46,Mexico,659,436180,True
2905,TurboLunar43,Hentai it's my life,2.5522490928339585,4389,Mayormente Positivo,172,True,False,82,49,Canada,5118,37634,False
526,CobraBlitz59,Neptunia Virtual Stars - Sifir Esirer Pack,2.1406214288363747,14039,Muy Negativo,666,True,False,23,25,USA,3915,409600,False
8453,FrostNova48,Neptunia Virtual Stars - Kizuna AI (Character & Story),2.434052264355841,98033,Mixto,604,True,False,35,14,Canada,9487,143964,False
1444,QuantumBlaze4,Neptunia Virtual Stars - Bunny Outfit: Goddess Set,2.246444415839212,19578,Mayormente Negativo,823,True,True,51,19,Canada,4027,254264,False
4629,NebulaSolar85,Mori,3.0897961839578376,81327,Mayormente Positivo,198,False,False,25,10,UK,9497,124455,False
2200,QuantumBlaze89,Homestar Runner: Halloween Hide n' Seek,1.5474252711052854,27701,Mixto,338,True,True,94,24,Germany,553,319353,False
6746,AeroChroma91,Hot Girls Delivery Club,3.1960795865351717,59403,Muy positivo,355,True,False,26,16,USA,3423,446957,True
4909,AeroComet27,Street Fighter V - Season 5 Premium Pass,3.811312489337731,20834,Mayormente Negativo,779,False,True,80,22,UK,3415,279574,False
1528,StellarPixel46,秋恋物语 Autumn Romance,3.1628103756814543,6289,Muy Negativo,736,True,True,80,11,Mexico,4571,369717,True
8376,RocketStellar94,Cubytet,3.0721999096090995,83797,Muy positivo,528,True,True,14,30,UK,7867,196090,True
413,RocketFrost27,Lhama Clicker Demo,4.352278399964749,50908,Muy Negativo,300,False,False,27,38,Mexico,8937,478370,False
7684,CipherLunar74,Rune Factory 5 - Famous Butlers Swimsuit Set + New Ranger Care Package Item Pack,2.2063423193308247,4726,Mixto,498,True,False,24,25,Germany,6188,450786,False
5682,LunarPhantom83,Operator: Observation,4.966137753364817,40259,Muy Negativo,519,True,True,54,40,Mexico,5360,280542,True
2212,FrostBlitz81,Don't Starve Together: Fantasmical Chest,2.914283525799221,36953,Mayormente Positivo,127,False,False,7,37,Mexico,2916,381388,True
1105,BlazePhantom89,Neptunia Virtual Stars - Akatsuki UNI Pack,2.224949028113633,44450,Muy positivo,837,False,True,58,34,Germany,4150,252702,False
94,NovaLunar46,RPG Maker MZ - Otani Pixel Fantasy Enemy Pack Vol.3,3.3291952204497397,62665,Muy Negativo,979,True,True,94,44,UK,4776,235613,True
1908,StellarThunder30,Don't Push Me,4.073575389454888,49898,Mayormente Positivo,240,True,False,60,24,Germany,6273,202969,False
9783,LunarEcho98,WILD WEST,1.9425311958996931,31083,Muy Negativo,434,True,False,92,10,USA,8688,14739,False
92,AeroFluffy63,Inu's Adventure,4.812647281463717,85471,Mayormente Negativo,309,False,False,95,43,USA,9575,303714,True
4043,SparkCobra88,Noxious Weeds,1.1007707383587024,79774,Mixto,925,True,True,43,23,Mexico,1133,440313,False
970,DriftNebula82,Family Arcade,4.91617424135576,2852,Mixto,668,True,False,75,48,Mexico,7076,378453,False
7228,PixelFluffy75,Camping Builder Demo,4.959562891663007,14478,Mayormente Positivo,460,False,False,40,42,Mexico,1049,162238,False
5487,TurboPixel47,Rune Factory 5 - The Marionette and the Glorious Horse Swimsuit Set + New Ranger Care Package Item Pack,3.396570103477606,82212,Muy Negativo,825,False,False,40,40,USA,7639,214501,False
7327,RavenComet2,Train Valley 2 - Myths and Rails,3.5855914074598187,83389,Muy positivo,477,False,False,29,23,Mexico,4451,89102,True
3005,BlitzQuantum71,WeeRPG Demo,2.790814221251705,25150,Mixto,373,True,False,62,10,USA,3239,287580,False
8746,CobraEcho37,Rico-Ball Playtest,2.1303902551616702,1654,Muy positivo,976,False,True,94,44,Germany,8701,117682,True
6903,PhantomRocket67,Throne and Liberty Playtest,4.391706854292698,69658,Muy positivo,364,True,True,68,20,Canada,6305,74606,True
4549,NovaRaven80,Astrosmash,3.917592542321006,43689,Mixto,40,True,False,45,46,USA,8886,437478,False
6260,SolarVortex100,Pixel Kishi Demo,3.985490800946957,75654,Muy positivo,401,False,True,14,40,Canada,891,27419,False
4336,EchoLunar70,"Zombie Hunter: D-Day - SS-ranked Armament ""TURRET-M""",1.087030229791742,20852,Mayormente Positivo,803,False,True,59,27,Germany,2123,342251,False
6542,AeroBlitz77,[NEW] Closers Free Package,2.9501537891620564,67527,Mayormente Positivo,935,False,False,11,27,Mexico,1072,79752,False
4478,EchoCipher74,[NEW] Closers Free Package,3.419837967702745,85628,Muy Negativo,891,False,False,15,33,Germany,4259,464693,False
1124,CosmoDrift3,"KOF XV DLC Character ""NAJD""",1.5635977701711732,62873,Mayormente Negativo,879,True,True,66,22,Germany,6645,334689,True
6195,SolarShadow40,The Paper Arcade: Kingdom Kitty,4.685427745692282,97660,Muy positivo,319,True,True,9,23,Germany,8065,151906,False
3347,AeroNimbus90,Neptunia Virtual Stars - Akatsuki UNI Pack,1.0858111476437982,24613,Mayormente Positivo,321,True,True,7,35,USA,1734,385199,True
607,CometTurbo60,Neptunia Virtual Stars - Akatsuki UNI Pack,4.24419792955384,74254,Mayormente Positivo,231,True,False,24,11,Canada,8154,161277,False
2102,ShadowThunder27,Neptunia Virtual Stars - Bunny Outfit: Goddess Set,2.218941011940654,6714,Muy positivo,398,False,True,4,45,UK,5019,251560,False
1505,DriftQuantum55,"Fantasy Grounds - Pathfinder RPG - Campaign Setting: Numeria, Land of Fallen Stars",1.845140820817094,29041,Mayormente Positivo,83,True,False,32,26,Mexico,5307,230210,False
9546,PixelPhantom86,Neptunia Virtual Stars - Towa Kiseki: Bunny Outfit,3.8323149945934722,98415,Muy Negativo,586,True,False,13,25,UK,5422,51711,True
2925,CometQuantum5,Clover Day's Plus,2.2438309486717167,5444,Muy Negativo,370,False,True,80,31,Canada,6930,364661,True
4588,QuantumEcho53,Sapiens Craft,2.9274608500831256,51928,Muy Negativo,273,True,True,68,25,USA,7141,197333,False
5961,RocketCosmo44,Yuhha: Stolen Treasure WALLPAPER PACK,1.7354688041336659,53658,Muy Negativo,121,True,True,66,38,Mexico,7696,315940,True
3805,CosmoBlitz98,月夜赞歌 Melody in the moonlight,1.1090478392020713,20762,Mixto,47,False,False,27,28,Germany,5882,92194,False
4847,RocketCosmo82,Hope is Gone,1.5808784412826857,47407,Mayormente Positivo,821,True,True,35,11,Canada,8890,66414,True
9023,ChromaNova19,TRACK : TRUE HAPPY,2.8236134761306335,56773,Mayormente Negativo,998,False,False,68,31,USA,5952,22891,True
2004,LunarBlaze4,The Ground Division Demo,3.5152801116471815,19530,Mixto,831,False,True,11,18,Germany,6245,212955,False
6592,PixelPulse15,RPG Maker MV - Otani Pixel Fantasy Enemy Pack Vol.3,3.198105884983626,6271,Mayormente Positivo,29,False,True,84,33,UK,7436,192475,True
4314,ThunderCobra91,Tree of Life 2 Playtest,2.93864259687616,65594,Mayormente Positivo,450,False,True,74,49,Mexico,9465,64995,True
7631,BlazeStellar96,Lhama Clicker Demo,4.664860728845323,26449,Mayormente Positivo,751,True,False,93,13,Canada,7677,56220,False
