AppID,Nombre,Tipo,Desarrollador,Editor,FechaSalida,Genero,Categoria,Gratis,Plataforma,Popularidad,TamanoGB,SoporteMods,FrecuenciaActualizaciones,ComprasEnLaApp
1874780,月夜赞歌 Melody in the moonlight,game,Rolling Cat Studio," Rolling Cat Studio, GKLKK","10 Feb, 2022",Action,Co-op,No,mac,3771,90,No,Mensual,Si
1874801,Rune Factory 5 - The Elf and the Hidden Royal Lineage Swimsuit Set + New Ranger Care Package Item Pack,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Indie,Single-player,No,windows,8970,68,Si,Anual,Si
1874804,Rune Factory 5 - Famous Butlers Swimsuit Set + New Ranger Care Package Item Pack,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Adventure,Multi-player,No,windows,3318,77,Si,Mensual,Si
1874803,Rune Factory 5 - The Young Proprietress and the Dwarf Swimsuit Set + New Ranger Care Package Item Pack,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Action,Co-op,No,linux,9843,58,Si,Diario,No
1874805,Rune Factory 5 - The Resplendent Butterfly and the Priest Swimsuit Set + New Ranger Care Package Item Pack,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Action,Co-op,No,mac,2080,39,No,Mensual,Si
1874808,Rune Factory 5 - Rune Factory 2 Outfits: Kyle and Mana,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Strategy,Single-player,No,mac,873,21,No,Mensual,Si
1874806,Rune Factory 5 - The Holy Knight and the Bibliophile Swimsuit Set + New Ranger Care Package Item Pack,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Adventure,Local Multi-Player,No,mac,7377,68,No,Mensual,Si
1874807,Rune Factory 5 - Rune Factory Outfits: Raguna and Mist,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Strategy,Multi-player,No,mac,4681,72,No,Diario,Si
1874809,Rune Factory 5 - Rune Factory 3 Outfits: Micah and Shara,dlc,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc.","13 Jul, 2022",Indie,Co-op,No,mac,4120,90,No,Anual,Si
1874810,秋恋物语 Autumn Romance,game,异度沸腾动漫社-沸腾工作室,异度沸腾动漫社-沸腾工作室,"4 Feb, 2022",Action,Multi-player,Si,linux,3106,86,No,Anual,No
1874870,Train Valley 2 - Myths and Rails,dlc,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",META Publishing,"11 May, 2022",Indie,Local Multi-Player,No,mac,7518,65,Si,Semanal,Si
1874090,Half-Life Decay: Solo Mission,mod,Team Solo,Team Solo,Coming soon,Adventure,Multi-player,Si,linux,9945,67,Si,Mensual,Si
1874840,RUNNER RTX,game,Piece Of Voxel,Piece Of Voxel,"9 Feb, 2022",Strategy,Local Multi-Player,No,mac,2625,25,Si,Mensual,Si
1874890,OPUS: Echo of Starsong Official Game Script -Vol.2-,dlc,SIGONO INC.,SIGONO INC.,"26 Jan, 2022",Indie,Local Multi-Player,No,windows,6171,55,No,Semanal,Si
1874200,I don't think I've walked this stretch of road before,game,hexcavator,hexcavator,"31 Jan, 2022",Action,Local Multi-Player,No,mac,9044,25,Si,Semanal,No
1874250,MotorSim 3 Demo,demo,TheBrainSphere,TheBrainSphere,"5 Feb, 2022",Casual,Online Multi-Player,Si,linux,3311,36,Si,Diario,Si
1874230,RPG Town,game,Cardboard Utopia,Cardboard Utopia,Coming soon,Adventure,Multi-player,No,linux,7555,44,Si,Mensual,No
1874220,GO,game,Wellington,Wellington,"17 Feb, 2022",RPG,Online Multi-Player,No,mac,7548,2,No,Diario,Si
1874260,Far Away From Home,game,Matthew Wong,Matthew Wong,"18 Aug, 2022",Adventure,Online Multi-Player,No,windows,857,24,Si,Mensual,No
1874270,The Flow Experience Demo,demo,"Maximilian Croissant, Madeleine Frister",Vanilla Noir,"2 Feb, 2022",Adventure,Local Multi-Player,Si,linux,1428,10,No,Diario,Si
1874310,Reveal Your Monster - Toy Support,dlc,954 Adultainment,954 Adultainment,"1 Jun, 2022",Casual,Local Multi-Player,No,windows,9503,95,No,Diario,No
1874320,Wild Souls Demo,demo,Halfondarr,Halfondarr,"4 Feb, 2022",Casual,Single-player,Si,mac,7372,2,No,Anual,No
1874340,WILD WEST,game,LTZinc,LTZinc,"4 Feb, 2022",Casual,Online Multi-Player,No,linux,613,34,Si,Diario,Si
1874350,The Immaculate Drag Soundtrack,music,"Evan Clarke, Inverspace",Discrete Infinity,"31 Jan, 2022",Strategy,Multi-player,No,mac,5501,96,No,Mensual,No
1874400,Mini Mini-Golf,game,Piece Of Voxel,Piece Of Voxel,"28 Jan, 2022",Adventure,Single-player,No,windows,5359,57,Si,Anual,No
1874380,Karolina,game,Azzunyan,Azzunyan,"1 May, 2022",Indie,Local Multi-Player,No,linux,8846,80,No,Semanal,Si
1874370,Don't Starve Together: Fantasmical Chest,dlc,Klei Entertainment,Klei Entertainment,"27 Jan, 2022",Adventure,Multi-player,No,linux,7476,92,Si,Semanal,Si
1874420,Don't Push Me,game,Jakeypoo,Jakeypoo Games,"31 Jan, 2022",Action,Co-op,No,linux,7832,58,Si,Anual,No
1874470,Metal Shock Game Playtest,game,,,"2 Feb, 2022",RPG,Multi-player,No,mac,9454,4,No,Mensual,Si
1874440,Wrought Flesh Soundtrack,music,"Jazz Mickle, Prahlad Patel, Mali Harrison, Mark Walters, Narayan Walters",Deep Root Interactive,"27 Jan, 2022",RPG,Online Multi-Player,No,linux,8931,34,No,Mensual,No
1874460,TYRONE vs COPS: Golden Blicky,dlc,Team SNEED,Team SNEED,"12 Feb, 2022",Action,Multi-player,No,mac,3671,45,No,Mensual,Si
1874480,Hentai Student,game,hhhentai studio,hhhentai studio,Coming soon,Adventure,Online Multi-Player,No,mac,1557,48,No,Anual,Si
1874500,Mori,game,Alex Kramer,Alex Kramer,"11 Feb, 2022",RPG,Local Multi-Player,No,windows,2664,11,Si,Diario,No
1874490,Potionomics,game,Voracious Games,"XSEED Games, Marvelous USA, Inc.","17 Oct, 2022",Adventure,Co-op,No,linux,5912,95,No,Semanal,No
1873680,仙侠世界2-黑铁版,dlc,上海巨人网络科技有限公司,上海巨人网络科技有限公司,"20 Jan, 2022",RPG,Single-player,No,linux,5685,58,No,Mensual,Si
1874510,Knightlife,game,Leturs Labs,Leturs Labs,"14 Jul, 2022",Strategy,Single-player,No,linux,9927,23,Si,Anual,No
1873690,仙侠世界2-黄金版,dlc,上海巨人网络科技有限公司,上海巨人网络科技有限公司,"20 Jan, 2022",Casual,Multi-player,No,windows,1713,87,Si,Anual,No
1873700,仙侠世界2-钻石版,dlc,上海巨人网络科技有限公司,上海巨人网络科技有限公司,"21 Jan, 2022",RPG,Multi-player,No,windows,1493,41,No,Diario,No
1873730,Nociception 1 ~ Voltaic Marketplace Demo,demo,Ethereal Airport,Sawney,"29 Jan, 2022",Strategy,Co-op,Si,linux,4671,24,No,Diario,Si
1873710,仙侠世界2-白金版,dlc,上海巨人网络科技有限公司,上海巨人网络科技有限公司,"20 Jan, 2022",RPG,Online Multi-Player,No,windows,4314,95,No,Diario,No
1873720,Return Ace,game,NEROTA,NEROTA,"25 Mar, 2022",RPG,Single-player,No,mac,8529,62,No,Diario,Si
1873740,Peace Maker VR,game,TSGames,TSGames,"27 May, 2022",Indie,Single-player,No,linux,5856,56,Si,Mensual,Si
1873750,Periphery Online,game,Aleksandr Nagaev,Aleksandr Nagaev,"19 Aug, 2022",Strategy,Single-player,No,windows,3367,3,Si,Anual,No
1873760,KeyWe - The 100th Grand Ol' Telepost Tournament,dlc,Stonewheat & Sons,Fireshine Games,"22 Feb, 2022",Action,Co-op,No,linux,6869,18,No,Semanal,Si
1873770,Return Ace Demo,demo,NEROTA,NEROTA,"10 Mar, 2022",Casual,Online Multi-Player,Si,mac,9546,34,No,Anual,No
1873790,Bad Faith Demo,demo,Mado,Mado,"21 Jan, 2022",Action,Single-player,Si,windows,4124,36,No,Diario,Si
1873810,Crawling Silence,game,YaHiGames,YaHiGames,2025,Adventure,Local Multi-Player,No,windows,9988,8,No,Diario,Si
1873780,NecroFarm,game,Podigi Games,Podigi Games,"7 Oct, 2024",Adventure,Co-op,No,windows,271,1,Si,Diario,No
1873800,DEAD GUN,game,Max Pedro, Louie Inc,"3 Feb, 2022",Casual,Online Multi-Player,No,windows,5723,50,Si,Anual,Si
1873850,Camping Builder Demo,demo,Two Horizons,TBA,"21 Feb, 2022",Strategy,Local Multi-Player,Si,windows,4676,48,Si,Diario,Si
1873820,Inu's Adventure,game,Dr. Darf,Dr. Darf,"8 Dec, 2022",Indie,Multi-player,No,mac,3663,31,No,Semanal,Si
1873840,Survival Quiz CITY: The Legendary Soundtrack to Lammy's Adventures,music,BANDAI NAMCO Studios Inc.,Phoenixx Inc.,"4 Mar, 2022",Indie,Single-player,No,mac,9920,15,No,Diario,Si
