AppID,Nombre,Tipo,Desarrollador,Editor,FechaSalida,Genero,Categoria,Gratis,Plataforma,Popularidad,TamanoGB,SoporteMods,FrecuenciaActualizaciones,ComprasEnLaApp
1472857,Neptunia Virtual Stars - Towa Kiseki: Swimsuit Outfit,dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Action,Co-op,No,linux,9743,74,Si,Diario,Si
1472858,Neptunia Virtual Stars - Towa Kiseki: Bunny Outfit,dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Action,Multi-player,No,linux,200,82,Si,Semanal,Si
1472859,Neptunia Virtual Stars - Towa Kiseki - Vtuber Accessories,dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Casual,Online Multi-Player,No,linux,7956,54,No,Mensual,No
1472861,Neptunia Virtual Stars - Kizuna AI: Summer Style Outfit,dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Indie,Co-op,No,mac,8558,71,Si,Semanal,No
1472860,Neptunia Virtual Stars - Kizuna AI (Character & Story),dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Strategy,Local Multi-Player,No,mac,485,97,No,Semanal,No
1472862,Neptunia Virtual Stars - Kizuna AI - Vtuber Accessories,dlc,"Idea Factory, Compile Heart",Idea Factory International,"23 Aug, 2021",Strategy,Single-player,No,linux,3135,18,Si,Diario,No
1472865,Neptunia Virtual Stars - Sifir Esirer Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Strategy,Online Multi-Player,No,linux,8976,33,Si,Anual,No
1472863,Neptunia Virtual Stars - Ileheart Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Indie,Local Multi-Player,No,linux,4793,89,No,Semanal,No
1472864,Neptunia Virtual Stars - Asano Sisters Project Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Adventure,Single-player,No,linux,7294,60,No,Diario,No
1472867,Neptunia Virtual Stars - Asacre Peace Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Casual,Local Multi-Player,No,windows,8714,6,No,Semanal,No
1472868,Neptunia Virtual Stars - Iwasimiz Kotoko Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Casual,Online Multi-Player,No,windows,6520,64,Si,Anual,No
1472866,Neptunia Virtual Stars - Medwin Toris Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Casual,Co-op,No,mac,3320,91,Si,Semanal,Si
1472871,Neptunia Virtual Stars - Akatsuki UNI Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Action,Local Multi-Player,No,linux,7648,93,Si,Diario,No
1472870,Neptunia Virtual Stars - Pinky Pop Hepburn Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",RPG,Online Multi-Player,No,linux,2444,1,No,Diario,No
1472872,Neptunia Virtual Stars - Todoki Uka Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",RPG,Co-op,No,linux,3665,6,Si,Semanal,Si
1472869,Neptunia Virtual Stars - Inuyama Tamaki Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Action,Local Multi-Player,No,windows,5904,9,No,Semanal,Si
1472191,DJMAX RESPECT V - GIRLS' FRONTLINE PACK,dlc,NEOWIZ,NEOWIZ,"9 Dec, 2020",Adventure,Co-op,No,linux,1243,50,No,Diario,No
1472200,The Tower Of TigerQiuQiu Battleship Defense,dlc,TigerQiuQiu,TigerQiuQiu,"12 Nov, 2020",Indie,Online Multi-Player,No,windows,6806,24,Si,Mensual,No
1472210,Choice of Life: Middle Ages - Soundtrack,music,Blazing Planet Studio,Blazing Planet Studio,"17 Nov, 2020",Adventure,Multi-player,No,mac,3427,49,Si,Semanal,No
1472220,Tree of Life 2 Playtest,game,,,"21 Jan, 2022",Action,Co-op,No,windows,7197,32,Si,Mensual,Si
1472192,DJMAX RESPECT V - Tok! Tok! Tok! Gear Pack,dlc,NEOWIZ,NEOWIZ,"9 Dec, 2020",Adventure,Online Multi-Player,No,mac,1088,66,No,Diario,Si
1472873,Neptunia Virtual Stars - WACTOR Pack,dlc,"Idea Factory, Compile Heart",,"29 Apr, 2021",Strategy,Co-op,No,windows,3643,78,No,Mensual,Si
1472290,The Caretaker Playtest,game,,,"13 Nov, 2020",Action,Multi-player,No,linux,2617,10,Si,Mensual,Si
1472240,King's Mount,dlc,YC Games,YC Games,"20 Dec, 2020",RPG,Single-player,No,windows,3413,66,Si,Semanal,No
1472250,ROG CITADEL XV,game,"ASUS GLOBAL PTE. LTD, Moonshine Creation CO., LTD.",ASUS GLOBAL PTE. LTD,"12 Jan, 2021",Adventure,Co-op,Si,linux,6021,21,Si,Semanal,No
1472300,Blood of Steel:Beginning Pack,dlc,YC Games,YC Games,"20 Dec, 2020",Casual,Local Multi-Player,No,mac,1298,26,No,Anual,No
1472260,Macro golf,game,Vitok,Vitok,"14 Dec, 2020",Action,Co-op,No,windows,8847,88,No,Anual,Si
1472340,Into the Pyramid Playtest,game,,,"27 Nov, 2020",Action,Multi-player,No,mac,1408,28,No,Mensual,No
1472330,NOMAD Revisited,game,Pixel Games UK,Pixel Games UK,"10 Dec, 2020",Strategy,Online Multi-Player,No,windows,4010,16,No,Semanal,No
1472310,Ladies on the Battlefield,dlc,YC Games,YC Games,"20 Dec, 2020",Adventure,Local Multi-Player,No,mac,3076,37,No,Diario,Si
1472320,Silver Cats,game,Silver Cats,Silver Cats,"18 Dec, 2020",Strategy,Local Multi-Player,No,mac,4761,95,No,Anual,No
1472380,怪盗探偵ブロンドレディ,game,幻想テクノロギア,幻想テクノロギア,"8 Feb, 2023",Casual,Single-player,No,mac,2203,13,No,Anual,Si
1472390,Firing Vibes Playtest,game,,,"18 Nov, 2020",Adventure,Online Multi-Player,No,windows,488,36,Si,Semanal,No
1472400,Hentai Furry 2 - Artbook 18+,dlc,IR Studio,IR Studio,"15 Nov, 2020",Action,Local Multi-Player,No,windows,3160,3,Si,Semanal,Si
1472430,Sketchy Fables,game,Alle Jong,Alle Jong,To be announced,Indie,Local Multi-Player,No,mac,1534,43,No,Semanal,No
1472420,Thyrian Defenders Playtest,game,,,"11 Jan, 2021",Adventure,Co-op,No,linux,5487,44,Si,Anual,No
1472440,Corridor Playtest,game,,,"11 Nov, 2020",Strategy,Co-op,No,mac,6812,85,No,Semanal,Si
1472480,Monster Energy Supercross 4 - Customization Pack Neon,dlc,Milestone S.r.l.,Milestone S.r.l.,"11 Mar, 2021",Indie,Multi-player,No,mac,3545,94,Si,Anual,Si
1472450,Climate Expansion,dlc,North Star Digital Studios,North Star Games,"14 Jul, 2021",Action,Online Multi-Player,No,mac,6494,98,Si,Mensual,No
1458152,The Sims™ 4 Fashion Street Kit,dlc,Maxis,Electronic Arts,"5 Oct, 2021",Strategy,Local Multi-Player,No,linux,7984,98,No,Semanal,No
2497440,Doodle Dice Monsters Demo,demo,"AuWiMo, Mighty Jungle Games",Mighty Jungle Games,"6 Aug, 2023",Adventure,Co-op,Si,windows,3298,87,Si,Anual,Si
2431230,Cyber NINJA that Climbs the City,game,Michigames,Michigames,"7 Jul, 2023",Adventure,Online Multi-Player,No,windows,8358,67,Si,Anual,No
2431280,Grandmasters Ascent,game,Zugzwang Studios,Zugzwang Studios,To be announced,Indie,Multi-player,Si,linux,5468,62,Si,Anual,No
2431260,Ad Victoriam,game,Nagari Studios,Nagari Studios,To be announced,Indie,Single-player,No,mac,8452,6,Si,Mensual,No
2431290,Magnetron Rebellion: Fully Loaded Demo,demo,Sabre Rael,Sabre Rael,"22 May, 2023",RPG,Co-op,Si,linux,1991,21,Si,Anual,Si
2431330,Galactic Grinder,game,DigiPen Europe-Bilbao,DigiPen Institute of Technology,"23 Jun, 2023",Strategy,Co-op,Si,mac,4607,31,Si,Semanal,No
2431310,ANYU,game,DigiPen Europe-Bilbao,DigiPen Institute of Technology,"16 Jun, 2023",RPG,Single-player,Si,windows,6891,39,Si,Semanal,Si
2431320,Cat-aclysm,game,DigiPen Europe-Bilbao,DigiPen Institute of Technology,"9 Jun, 2023",RPG,Local Multi-Player,Si,windows,6075,75,Si,Mensual,No
2431360,Doomsday School,game,Doomsday,Doomsday,"14 Oct, 2023",Adventure,Multi-player,No,mac,8046,99,No,Diario,No
2431370,Cube Clash: Rumble and Smash,game,New Monster on the Block,NoobO Games,Coming soon,Casual,Co-op,No,windows,2535,19,No,Diario,Si
2431390,MagicArchitect,game,Sisin Games,Sisin Games,"31 May, 2023",Adventure,Single-player,Si,windows,3693,41,Si,Mensual,Si
2431400,"Zombie Hunter: D-Day - 15,000 Gold Pack",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",Casual,Online Multi-Player,No,mac,3822,90,Si,Mensual,Si
2431401,"Zombie Hunter: D-Day - 6,750 Gold Pack",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",Adventure,Single-player,No,mac,9331,31,Si,Anual,No
2431402,"Zombie Hunter: D-Day - 3,900 Gold Pack",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",RPG,Online Multi-Player,Si,windows,299,68,No,Anual,No
2431403,"Zombie Hunter: D-Day - SS-ranked Weapon ""JACKHAMMER""",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",RPG,Single-player,No,windows,9727,27,Si,Diario,Si
2431404,"Zombie Hunter: D-Day - SS-ranked Weapon ""FLAMETHROWER""",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",Strategy,Co-op,No,windows,595,96,Si,Diario,Si
2431405,"Zombie Hunter: D-Day - SS-ranked Armament ""PLASMA GUN""",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",Adventure,Local Multi-Player,No,mac,5289,13,No,Anual,Si
2431406,"Zombie Hunter: D-Day - SS-ranked Armament ""TURRET-M""",dlc,CLE Games,"CFK Co., Ltd.","26 Jul, 2023",Casual,Local Multi-Player,No,mac,9600,32,No,Anual,Si
2431480,Breached,game,voxel zombie,voxel zombie,To be announced,Indie,Multi-player,No,mac,2278,25,Si,Diario,No
2431450,Casting Whispers Demo,demo,Lantern Bay Entertainment,Lantern Bay Entertainment,"26 May, 2023",RPG,Single-player,Si,mac,690,53,Si,Mensual,No
2431421,The Paper Arcade: Kingdom Kitty,dlc,"3ichael 7ambert, A Rocket’s Intensity","3ichael 7ambert, A Rocket’s Intensity","19 May, 2023",Action,Multi-player,Si,mac,8066,70,Si,Semanal,Si
2431410,Grab The Goblins!,game,nobones,nobones,"27 Jun, 2023",RPG,Local Multi-Player,No,linux,3769,11,Si,Anual,No
2431420,The Paper Arcade: Singing Sparrow,dlc,"3ichael 7ambert, A Rocket’s Intensity","3ichael 7ambert, A Rocket’s Intensity","19 May, 2023",Strategy,Local Multi-Player,Si,mac,7743,98,No,Anual,Si
