ID,Usuario,JuegoFavorito,CalificacionUsers,Descargas,Resenas,TiempoJuegoHoras,AccesoAnticipado,CompatibleConsola,Popularidad,Edad,PaísUser,UserOnline,TotalUsers,SoporteSteamDeck
9517,ThunderQuantum16,Wonderbirds,3.2414427247668476,57527,Mixto,812,True,False,29,12,UK,97,88104,False
6619,SparkChroma48,Interactive Gun Range Beta,3.449143654146402,60901,Mixto,401,False,True,83,10,Germany,715,188073,False
9233,ShadowNova83,Far Away From Home,1.1561319789962528,25430,Mixto,411,True,False,40,36,UK,5036,162997,False
2681,SparkPulse77,Store Story,2.1109294696851006,59565,Mayormente Negativo,125,True,False,32,12,UK,8537,428368,False
7690,QuantumChroma34,Das Balkonzimmer,1.3185808621816992,63665,Mayormente Negativo,592,False,True,29,41,Germany,7957,285277,False
2648,SparkNimbus50,Clover Day's Plus,4.666926325803258,8243,Muy Negativo,504,False,False,23,34,UK,9442,59698,False
8421,VortexPulse13,Inu's Adventure,2.0017014752473328,98602,Mayormente Positivo,537,False,True,100,50,Mexico,3013,448487,True
5419,CometBlitz94,Reds Adventure A Seasons New Beginning,2.0793583709306898,70975,Muy Negativo,23,True,False,47,38,UK,6319,161564,True
500,StellarPhantom30,ROG CITADEL XV,1.4039645324890246,40335,Mayormente Negativo,998,True,False,22,49,USA,4115,145835,False
1811,AeroCobra23,One Circle,3.390255066287811,58449,Mayormente Positivo,473,True,True,79,46,Germany,5521,301143,False
9475,NimbusThunder96,Roll the Dark Heart,1.0212058666318575,48537,Mayormente Negativo,820,True,False,72,34,Canada,5215,268232,False
1548,ChromaTurbo2,Monster Museum - Mini Napos,1.0687233832339773,69483,Mixto,786,False,True,85,12,Mexico,3375,345140,False
3451,NimbusFluffy52,RPG Maker MZ - POP FANTASY BigMonster and NPC Face Set,1.590651176020704,78085,Mayormente Positivo,187,False,True,34,31,USA,6792,212178,False
2039,RocketFrost70,RPG Sounds - Adventurer's Guild - Sound Pack,1.5342231796344707,47489,Mayormente Positivo,518,True,True,12,10,Germany,4148,290544,False
3769,PixelVortex86,Mrs. Santa's Gift Hunt,2.790345610815327,57864,Mayormente Positivo,791,False,False,21,10,Mexico,7944,301509,True
7871,PixelNebula100,神经联结(Neural Nexus),1.0337673640891265,78490,Muy positivo,63,False,True,84,24,Germany,3559,64494,True
1520,InfernoCosmo20,Incubus Quest,3.297018460744588,55504,Mixto,498,False,False,96,47,Germany,6195,149577,True
8743,PixelRaven47,DYSPLACED,2.4538029606187175,26259,Muy positivo,15,True,True,79,25,Germany,3764,101035,True
9698,CosmoNova11,Gunfire Reborn - Artisan and Magician,3.9110233500851277,92946,Mixto,698,False,False,37,44,Germany,761,127629,True
6863,DriftVortex87,Mrs.Santa's Gift Hunt - Hairstyle,1.1822336069189032,50455,Mayormente Negativo,353,True,True,30,15,UK,8785,196605,False
8922,BlitzSpark35,Gigant,2.9944742455986972,89677,Mayormente Positivo,730,True,True,81,30,Germany,1054,264361,False
3649,RavenEcho54,The Struggle to Survive the Dragon Siege,3.0671917139581444,34662,Muy positivo,105,True,True,83,28,USA,3133,407518,False
9358,BlitzNimbus93,Return Ace Demo,4.434000689537049,7843,Mayormente Positivo,234,False,True,86,25,Mexico,2621,277484,False
5383,ChromaCobra10,Das Balkonzimmer,3.229767691014006,9594,Mayormente Positivo,557,True,False,18,29,Canada,1519,30197,True
7069,CobraSolar95,Neptunia Virtual Stars - Tomari Mari Pack,3.795966286957416,83434,Muy Negativo,411,True,False,15,49,UK,7491,206533,True
461,CobraCipher77,Inu's Adventure,3.3082144285478194,41298,Muy Negativo,61,False,True,47,13,Mexico,5636,499931,True
5850,DriftNebula98,Strongblade - Puzzle Quest and Match-3 Adventure,1.3648342487592404,64487,Muy Negativo,9,True,False,38,31,Mexico,1731,491700,True
1446,NebulaAero3,Time Raiders,1.2913108214096636,40365,Muy positivo,41,False,True,48,35,Canada,5381,449038,True
207,DriftInferno45,Johnny Rocketfingers Complete Game Collection!,3.753500947417906,10732,Muy Negativo,690,True,False,11,22,Germany,8422,41095,True
2779,InfernoShadow30,Gungrave G.O.R.E - Street Grave,4.227951623649936,38267,Mayormente Negativo,936,False,False,17,43,USA,1479,249564,True
3038,PixelCosmo21,Time Raiders,1.9600283254650153,32480,Mixto,848,True,True,64,27,Mexico,7447,75734,True
9076,RavenEcho55,Rune Factory 5 - The Holy Knight and the Bibliophile Swimsuit Set + New Ranger Care Package Item Pack,1.8350657888041617,88693,Mixto,819,True,True,30,24,USA,1000,146610,False
9446,CometDrift41,Thyrian Defenders Playtest,1.4547253657741588,15343,Muy Negativo,371,False,True,92,43,Canada,8075,237148,False
1998,FrostPulse48,Girls on puzzle 2,3.433216225841863,51417,Mixto,820,False,True,92,17,Canada,8701,405587,False
1834,CometNebula8,MotorSim 3 Demo,3.172168981224176,18348,Muy positivo,516,True,True,47,39,Germany,2692,423965,False
7067,ChromaShadow42,Stray Blade – Valley of Strays,1.8871049244084417,19291,Mayormente Negativo,966,False,True,92,16,USA,6694,488327,False
4034,PixelBlaze54,TYRONE vs COPS: Golden Blicky,3.9671915160154585,66831,Mixto,544,True,True,74,38,Germany,3550,33211,False
6497,CobraStellar19,Aria,3.0770781133070875,74321,Mayormente Positivo,100,False,False,72,28,Mexico,9431,28032,False
322,InfernoCipher31,Tales of Finariel : Card based RPG,3.6152738890824647,35250,Muy Negativo,348,False,False,76,29,Mexico,8401,288779,True
2185,DriftNebula49,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Inner Sea Combat,1.2029002671693965,81165,Muy positivo,554,False,False,45,33,Germany,7639,143584,False
2808,NimbusSolar49,天行镖客 (Sky Escort),2.000029424210863,64056,Mayormente Negativo,895,True,False,10,46,Germany,8312,275849,False
8044,CometLunar67,NecroFarm,1.6056344771314928,90174,Mayormente Positivo,535,True,False,52,29,Germany,8251,232248,False
8459,LunarNebula53,Infinadeck Medieval Maze,2.211514905202744,97158,Mayormente Positivo,874,False,False,86,45,Germany,4074,60263,True
9288,AeroBlitz88,TYRONE vs COPS: Golden Blicky,3.6656824538695276,34691,Mayormente Positivo,23,True,False,97,34,UK,4227,136009,False
1227,LunarNebula26,VerdantOfWorld:LostWay,2.5557872111802187,57808,Mayormente Positivo,906,False,True,25,50,UK,8553,231992,False
9650,DriftAero54,Wonderbirds,1.7308289100020113,49642,Muy Negativo,394,True,False,39,28,UK,1523,319923,True
475,StellarEcho10,Unknown FPV: FPV Drone Simulator Playtest,1.485595396430814,25270,Muy positivo,546,False,False,95,24,Germany,6843,107565,False
1152,NovaFluffy8,Homestar Runner: Halloween Hide n' Seek,1.0127506881068506,75649,Mayormente Negativo,871,True,False,63,18,UK,762,177812,True
8767,ThunderNebula19,Hellver Playtest,4.512014543479307,47693,Mayormente Positivo,724,False,True,52,45,Mexico,492,116829,False
8370,CobraPulse65,Mini Mini-Golf,4.904801159012878,13715,Mayormente Positivo,922,True,True,94,42,USA,1266,293113,True
6979,NimbusQuantum56,"Neptunia Virtual Stars - In-game BGM: Ileheart - ""I Love You""",2.713854412579463,93794,Muy Negativo,130,True,True,40,29,UK,7769,402071,False
4951,CosmoInferno14,Hellver Playtest,2.5896022794443714,16455,Mayormente Positivo,652,False,True,91,26,Canada,5495,179570,True
1730,PulseSolar84,Slime Fantasy: the search for the lost sword,2.55606611659444,23624,Mixto,230,True,False,26,19,UK,9235,323233,True
6912,FrostQuantum42,"Zombie Hunter: D-Day - 6,750 Gold Pack",1.9602910062504155,52230,Muy positivo,374,False,True,48,25,Mexico,1044,447127,False
3780,FluffyCosmo39,Thyrian Defenders Playtest,4.523927546767407,35577,Mayormente Negativo,400,True,False,59,21,Mexico,1277,400418,False
804,NimbusCobra92,The Sims™ 4 Fashion Street Kit,3.0243301041380874,45559,Mixto,578,True,True,39,49,USA,6220,82051,False
9615,DriftQuantum65,Candy Bear 2 Demo,2.007750633363348,88984,Muy Negativo,69,True,False,21,26,Mexico,3736,222108,False
6515,CobraStellar29,Violet Bricks,2.5375378944791436,44541,Mayormente Positivo,764,True,False,44,48,Canada,3478,360707,True
1063,DriftStellar25,Neptunia Virtual Stars - Towa Kiseki: Bunny Outfit,2.8208023117803314,23665,Mayormente Negativo,756,False,True,84,29,UK,6550,294461,True
702,DriftCobra2,Half-Life Decay: Solo Mission,4.8809600953348085,56786,Mayormente Negativo,787,True,False,52,28,Germany,1807,423397,True
2945,RavenRocket66,Rune Factory 5 - The Holy Knight and the Bibliophile Swimsuit Set + New Ranger Care Package Item Pack,3.235251521276836,7447,Muy Negativo,762,False,True,9,47,Germany,9521,349413,True
5375,DriftRaven64,MagicArchitect,4.209925005404868,11339,Mayormente Negativo,470,False,True,20,28,Germany,4653,117022,True
8538,DriftComet77,Stray Blade – Valley of Strays,4.5638445610747445,5875,Mayormente Negativo,228,True,False,52,19,Germany,6058,226667,True
2571,InfernoBlaze46,Shogun Showdown Demo,2.6068662255357578,19992,Muy positivo,728,False,True,57,44,Mexico,3658,115136,False
2465,SparkDrift4,Noxious Weeds,3.388403634914003,91901,Mayormente Negativo,13,True,False,56,14,Mexico,8429,100809,True
7074,SolarChroma59,与我签订契约，成为救世勇者吧！ Demo,2.977769609824114,3311,Mayormente Positivo,813,False,True,71,50,Canada,5529,16628,False
8685,AeroBlaze94,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 18,3.0667169597085673,46243,Muy positivo,500,True,True,36,10,UK,9415,273080,True
2899,NebulaQuantum52,Doodle Dice Monsters Demo,2.7326827406858016,31902,Muy positivo,226,True,True,3,15,UK,2884,169375,True
9791,SolarVortex82,Metal Shock Game Playtest,2.7330342531759877,42487,Mayormente Positivo,522,False,False,62,33,USA,3127,42846,False
3599,VortexShadow36,Family Arcade,2.555844823101889,39822,Mixto,567,False,False,6,12,Germany,8282,232649,False
1990,CipherInferno34,Periphery Online,4.774181725313872,7246,Mixto,337,False,False,80,22,Germany,972,447759,True
8938,CipherNova40,The Flow Experience Demo,4.133025414879981,41878,Muy positivo,805,True,True,85,20,Mexico,6583,483968,False
9366,InfernoNimbus29,Pro Basketball Manager 2023,4.47506344393309,43978,Muy positivo,721,False,True,25,42,USA,2455,177672,True
2387,CometPulse11,Secret Series : BJ,2.1044338108128455,31084,Mayormente Negativo,916,True,True,87,27,Canada,8413,245087,False
8030,StellarPhantom86,Unknown FPV: FPV Drone Simulator Playtest,1.4397277223232794,35414,Mayormente Positivo,961,False,True,17,17,Germany,9659,68033,True
4166,BlitzPhantom3,MagicArchitect,4.752808101153471,26442,Mayormente Negativo,677,True,False,30,34,USA,6978,460439,True
6076,DriftTurbo9,G.NOM,3.6919184099799995,72746,Mixto,334,True,False,63,26,Mexico,4922,477174,False
7804,PulseAero45,Oscar's Paradise,2.4456415088184498,51999,Mixto,785,True,True,45,10,Germany,9245,417950,True
8261,InfernoPhantom41,Des racines et des graines,3.6840513688738388,32063,Mayormente Positivo,399,False,False,63,14,USA,2544,92893,False
2838,EchoSpark72,Welcome To... Chichester 2 - Part III : NightFall Playtest,1.31529856099973,13818,Mayormente Positivo,668,False,False,6,29,USA,5847,367116,False
8358,DriftVortex58,Pure Fun VR,3.9345251766925404,16432,Mixto,710,False,False,41,46,Canada,5716,89574,False
758,NimbusBlaze82,Mini Mini-Golf,3.090759876990231,32762,Mayormente Negativo,511,True,False,69,11,Germany,7883,372587,False
8239,CipherChroma50,Dicefolk Demo,3.2530862090598887,66786,Muy Negativo,732,False,False,35,37,Germany,8939,178395,True
4698,ChromaThunder62,Fantasy Grounds - FG Desert Ruins Map Pack,1.7699630996000288,48741,Mayormente Positivo,391,True,True,30,48,USA,8725,111811,False
3741,NovaSolar35,"Neptunia Virtual Stars - In-game BGM Ileheart - ""Twilight Heart""",1.6782890982431544,75442,Muy positivo,781,True,True,50,30,Germany,3006,80013,True
3174,CometNebula8,Aria,3.5994286511279014,73777,Mayormente Positivo,726,False,True,57,23,USA,2200,327445,True
7650,TurboBlaze75,Neptunia Virtual Stars - Swimsuit Outfit: V-Idol Set,2.2801352706896822,81117,Mayormente Negativo,922,True,True,99,38,Mexico,7832,195351,True
5613,TurboPulse86,Swimsuit Samurai,4.253880108230884,43018,Mixto,48,False,False,77,43,Canada,5819,293322,True
4985,LunarQuantum8,Stagehand Survival Simulator Demo,4.366838078760278,39513,Mixto,354,False,True,85,17,UK,3545,284504,False
8772,PulseCosmo72,Nextbots In The Backrooms,1.1234498369792774,23935,Muy Negativo,477,False,False,29,30,Germany,4846,167992,True
9225,DriftEcho45,"Zombie Hunter: D-Day - 15,000 Gold Pack",3.4329473848133842,64262,Muy Negativo,267,False,False,73,20,Canada,7461,79431,False
7660,CometBlaze85,Lord Of Terror,4.249588427559493,28428,Muy Negativo,423,True,True,26,14,UK,3142,153834,False
9817,LunarThunder49,Incubus Quest,4.746618535689979,22486,Mixto,683,False,True,28,43,UK,6929,353014,False
716,RavenThunder50,RPG Maker MZ - Odyssey of Fantasy: BattleBackground,3.2788924736242824,53104,Muy positivo,901,False,False,25,38,UK,6841,354007,False
3166,InfernoStellar7,TinyAttack,2.702355625639106,50712,Mixto,916,True,True,79,40,Mexico,834,366265,False
3528,BlazeNimbus47,Gunfire Reborn - Artisan and Magician,2.8658617538785585,31026,Mayormente Positivo,464,True,True,16,46,Canada,5339,212974,True
8482,NimbusBlitz30,仙侠世界2-钻石版,2.312105178328678,30201,Mayormente Negativo,401,True,False,16,19,UK,3048,178960,False
1919,NimbusCipher45,The Chaser's Voyage,3.2504173660166096,67810,Mayormente Positivo,811,True,True,20,12,Germany,5844,485358,False
2347,QuantumSpark93,Street Fighter V - Season 5 Premium Pass,1.6669687836562295,58999,Mayormente Negativo,415,True,True,62,38,Mexico,7172,456590,True
3996,ShadowRaven27,HANAMI,1.4811217344698844,82820,Muy Negativo,683,True,True,12,19,Germany,4534,173837,True
9823,RavenNimbus86,DeLight: The Journey Home - Chapter 3,2.9665079714813687,64415,Muy positivo,823,False,False,79,26,USA,2764,461427,False
9465,PixelDrift55,AI.Cybercraft,1.3991497001264093,68346,Mayormente Positivo,80,False,True,25,41,Germany,6637,467989,False
4324,ThunderRocket56,Just Find It 2,1.2251083471184039,99826,Muy Negativo,787,True,False,40,38,Germany,369,135521,True
8418,ShadowNova4,Hentai Forever,1.1322143505709943,82921,Mixto,582,False,True,65,16,Germany,4569,148746,False
8701,ChromaPhantom3,WILD WEST,2.135051784395157,99815,Mayormente Negativo,679,True,True,89,31,Canada,9357,100453,True
2501,ShadowRocket69,JUST HOOPS Demo,2.5712304456676756,97580,Mayormente Positivo,734,True,True,66,15,UK,3049,398585,False
1491,ChromaPixel38,The Sims™ 4 Fashion Street Kit,1.6429830420477067,77367,Muy Negativo,994,True,False,51,26,USA,4553,415721,False
6703,InfernoPhantom62,Fantasy Grounds - FG Desert Map Pack,1.9202051153021245,23046,Muy positivo,963,True,False,9,21,Canada,3097,433933,True
5128,ThunderNimbus55,The Ground Division Demo,1.2391161863405262,4111,Mixto,955,True,True,88,18,Germany,4701,70323,True
4763,AeroDrift9,ANYU,1.9113696278941181,91672,Mayormente Negativo,436,True,False,13,15,Germany,481,406760,False
1164,RavenLunar39,GALACTIC FIELD 2023.8.30 old test version Demo,1.30531048742586,9275,Muy Negativo,930,False,False,26,14,USA,4709,160374,False
9654,AeroTurbo55,Irang : the last hope,4.207403313583791,67892,Muy positivo,840,True,False,26,14,USA,6362,484685,True
612,NimbusAero69,Gold Diggers,1.2584543108534052,53634,Muy positivo,486,False,False,29,31,USA,5241,256453,True
7103,QuantumCobra35,Chill IV,1.8201047844912002,2030,Muy positivo,252,True,True,26,27,UK,4517,99160,True
7440,SparkCobra45,The Caretaker Playtest,2.1854115990240763,3011,Muy positivo,31,True,True,36,27,USA,7498,282553,True
929,QuantumNova13,AI.Cybercraft,3.747382988797703,10616,Muy Negativo,223,False,True,41,33,Mexico,3135,159331,True
5066,CipherPhantom79,FRONT MISSION 1st: Remake Demo,2.1948405628671503,74842,Muy positivo,13,True,False,8,44,Germany,5183,36044,True
540,QuantumLunar47,Spellthief Erinn,3.375812126746982,20572,Muy Negativo,750,True,True,83,45,Mexico,8919,230832,False
1046,VortexFluffy38,WILD WEST,2.534117351470706,23002,Muy positivo,931,False,True,18,29,USA,6125,300610,True
2705,LunarBlitz44,Castle of Terror,3.87181092049399,15200,Mayormente Positivo,702,False,False,71,15,Germany,8379,74531,False
9651,ThunderChroma99,Bye Sweet Carole,1.994301582261898,80072,Mayormente Positivo,128,True,True,16,28,Canada,9324,318532,False
2093,InfernoRocket95,Pure Fun VR,1.6523195046995993,47675,Muy positivo,76,False,False,78,24,Mexico,9649,245318,False
7217,DriftAero77,The Caretaker Playtest,2.7999647939832686,28577,Mayormente Positivo,667,True,False,43,26,Mexico,428,157383,True
8709,CipherBlitz43,Angel Sex Pet,2.993728517052016,80679,Muy positivo,756,False,True,86,33,Mexico,7905,67204,False
8079,BlitzCipher28,GO,4.826024977603559,98797,Mayormente Negativo,345,True,False,51,44,UK,1674,310106,False
3120,NebulaRocket28,月夜赞歌 Melody in the moonlight Playtest,4.174683313024863,51437,Mayormente Positivo,16,False,False,86,39,UK,858,192424,False
7778,BlitzStellar42,Des racines et des graines,4.734867795101893,77563,Mayormente Negativo,313,True,True,23,12,Mexico,267,239415,False
3098,PulseNimbus74,Hope is Gone,3.6083748474872377,52608,Muy positivo,215,False,True,85,36,UK,7851,288329,True
1185,PulseRocket70,Fantasy Grounds - FG Desert Map Pack,4.913788045092282,58214,Mayormente Positivo,615,False,True,37,11,Mexico,3552,203345,True
